MUN,ZONA,SECAO,ESTADO,MUNICIPIO,LOCAL,URNA,SERIEFC,DHCARGA,CODCARGA,DHABERTURA,DHENCERRAMENTO,ELAPTOS,ELCOMPARECIMENTO,LULA,BOLSONARO
12319,29,53,PI,ALAGOINHA DO PIAUÍ,1082,1279556,008EABDC,20220923T082900,519364197679267607441629,20221002T080001,20221002T221200,388,343,278,51
12327,38,103,PI,ACAUÃ,1074,1281976,B1D980F8,20220921T102400,680377108297096551915627,20221002T081459,20221002T201935,336,320,289,12
12327,38,130,PI,ACAUÃ,1082,1280971,B1D980F8,20220921T103900,155024457544008193893604,20221002T080249,20221002T193608,348,315,281,13
12327,38,22,PI,ACAUÃ,1058,1325873,B1D980F8,20220921T093500,953004315224442574173991,20221002T080655,20221002T201400,366,328,270,42
12351,69,46,PI,CAMPO ALEGRE DO FIDALGO,1015,1191281,D8EA1E01,20220926T154200,506491448589957428346869,20221002T080001,20221002T200636,394,336,270,41
12351,69,52,PI,CAMPO ALEGRE DO FIDALGO,1031,1047303,D8EA1E01,20220926T161500,142855717853649512593844,20221002T081035,20221002T234130,398,356,305,27
12360,71,58,PI,COCAL DE TELHA,1023,2030721,DF8FC246,20220922T084000,284488515947498041540047,20221002T080001,20221002T181535,414,312,269,21
12360,71,62,PI,COCAL DE TELHA,1058,2034422,DF8FC246,20220922T085600,466206100165187531547069,20221002T080001,20221002T175620,444,339,260,54
12360,71,64,PI,COCAL DE TELHA,1074,2217227,DF8FC246,20220922T090300,850145719004025325330829,20221002T080001,20221002T181422,378,305,262,22
12386,20,160,PI,JOÃO COSTA,1112,1281012,68921F88,20220921T170700,595173100856800778658648,20221002T080001,20221002T220517,407,341,279,29
12394,7,112,PI,JATOBÁ DO PIAUÍ,1074,2197732,8A7932C2,20220923T145900,756052136292400823281455,20221002T080001,20221002T213604,435,368,281,60
12394,7,175,PI,JATOBÁ DO PIAUÍ,1066,2197722,8A7932C2,20220923T151400,028779157819070268102968,20221002T080001,20221002T192034,373,307,266,27
12394,7,221,PI,JATOBÁ DO PIAUÍ,1180,2195016,8A7932C2,20220923T155900,766153191093520858215585,20221002T080001,20221002T190118,382,322,271,35
12424,54,44,PI,LAGOA DO PIAUÍ,1031,2034139,9334AFE9,20220927T173000,355014074356888447502234,20221002T080001,20221002T193723,427,373,272,81
12467,19,116,PI,MASSAPÊ DO PIAUÍ,1112,1282876,7225335C,20220927T104800,139919952988548277412958,20221002T080001,20221002T205152,382,309,263,16
12467,19,43,PI,MASSAPÊ DO PIAUÍ,1040,1323942,7225335C,20220927T095300,544060155829616024655828,20221002T080001,20221002T205908,376,313,252,21
12475,33,185,PI,MURICI DOS PORTELAS,1040,1606811,84F8F915,20220928T112400,735227735444887725259772,20221002T080001,20221002T225640,438,330,274,30
12491,69,72,PI,PEDRO LAURENTINO,1082,1047840,B54DBD93,20220926T161300,006541711653367397996243,20221002T080001,20221002T190348,349,304,251,42
12505,90,79,PI,SÃO FRANCISCO DE ASSIS DO PIAUÍ,1112,1112339,9B9860B0,20220922T130000,950458437519326343746737,20221002T080001,20221002T221528,355,339,296,20
12548,68,29,PI,VILA NOVA DO PIAUÍ,1015,1309672,AC112C14,20220928T155700,715101841956789671219311,20221002T080001,20221002T205957,391,339,253,45
12521,48,170,PI,TANQUE DO PIAUÍ,1040,1286151,A61FDA6B,20220928T084400,817697391769846775230944,20221002T080001,20221002T210719,450,372,303,37
12564,62,269,PI,WALL FERRAZ,1058,1117598,8F8B7AD1,20220926T145400,562220155241138057703260,20221002T080505,20221002T201938,334,306,258,23
12572,91,84,PI,CAJUEIRO DA PRAIA,1082,1115206,E54C685B,20220928T132900,612035610184333965773766,20221002T080001,20221002T203624,420,357,257,78
12580,58,42,PI,CURRALINHOS,1040,2036897,9FC41885,20220923T101900,894112391249741920296407,20221002T080001,20221002T191839,391,318,269,36
12580,58,76,PI,CURRALINHOS,1090,2035936,3CE017C1,20220923T102200,035526184941488732385451,20221002T080001,20221002T190509,382,314,255,44
12602,72,91,PI,RIBEIRA DO PIAUÍ,1015,1800721,E9095D66,20220928T201400,887759623378900942495678,20221002T080001,20221002T205356,381,321,263,35
12629,28,150,PI,SÃO LUIS DO PIAUÍ,1015,1118351,DE3CE297,20220921T120500,754977195999275873115926,20221002T080001,20221002T193402,369,313,282,20
12653,30,78,PI,SANTO ANTÔNIO DOS MILAGRES,1015,2217933,FD593DF6,20220922T132500,571078948610476482712473,20221002T080001,20221002T182951,378,338,274,46
10537,53,22,,,1015,1622591,4B8F8585,20220927T160000,357703356939501411057179,20221002T080001,20221002T200645,387,298,254,20
12696,53,68,PI,COCAL DOS ALVES,1082,1615515,E3AA5C85,20220927T084900,355903653358645155748938,20221002T080001,20221002T185253,392,330,293,16
12734,10,234,PI,AROEIRAS DO ITAIM,1040,1048617,D2BB2059,20220927T090300,075414904820691004372603,20221002T080001,20221002T190831,333,304,255,38
13056,60,53,CE,ACOPIARA,2569,1327114,A173B083,20220928T093700,125954808127384760609682,20221002T080001,20221002T194224,341,297,267,21
13110,53,139,CE,ALTANEIRA,1155,1322750,78A49890,20220929T100300,682436974267564684866391,20221002T080001,20221002T193443,347,305,250,31
13110,53,97,CE,ALTANEIRA,1104,1236709,78A49890,20221001T134000,551123959554058578215769,20221002T080001,20221002T200318,372,314,269,10
13137,86,13,CE,ALTO SANTO,1104,1818359,D898AC7C,20220927T133800,196041592444842500438852,20221002T080001,20221002T190300,369,304,265,28
13153,18,125,CE,ANTONINA DO NORTE,1112,1322223,38C07369,20220927T105900,790674571299367276366314,20221002T080001,20221002T180655,365,292,251,20
13170,50,149,CE,APUIARÉS,1279,1610566,29844747,20220920T131400,264861624321823528246314,20221002T080001,20221002T194743,364,325,252,48
13234,67,123,CE,ARACOIABA,1635,1231483,42523ECF,20220922T152200,295048853740206780267010,20221002T080001,20221002T190803,323,295,265,18
13269,86,51,CE,POTIRETAMA,1031,1762031,CA579D2F,20220927T095800,929114387655347817064541,20221002T080001,20221002T191448,332,302,253,43
13250,68,36,CE,ARARIPE,1309,1235977,33312F0E,20220920T143600,455275324986448771407874,20221002T080001,20221002T182156,369,277,257,7
13315,18,93,CE,ASSARÉ,1325,1000908,1DA9E8CC,20220927T155300,334828297752036386805741,20221002T080001,20221002T181613,374,284,262,8
13323,41,176,CE,TEJUÇUOCA,1236,1153430,AF09B6B6,20220927T134200,021041266162349162081707,20221002T080001,20221002T204015,392,322,258,43
13323,41,240,CE,TEJUÇUOCA,1821,1022952,AF09B6B6,20220927T132000,283667741388285340619175,20221002T080001,20221002T195748,416,349,292,29
13374,31,100,CE,BARBALHA,1325,1165078,34FAC02F,20220928T102600,199151289568377156377810,20221002T080001,20221002T170708,353,310,255,35
13382,6,428,CE,BANABUIÚ,1244,1768132,C96C0B73,20220921T170800,663132042034941969398342,20221002T080001,20221002T174852,344,295,258,20
13420,48,120,CE,ARARENDÁ,1252,1168322,6BB6857C,20220928T094300,978513201297040477287739,20221002T080001,20221002T203137,359,304,266,24
13447,54,95,CE,CATUNDA,1139,1612403,8511DA88,20220927T141400,391218577437690483336007,20221002T080001,20221002T195424,361,311,276,15
13471,63,112,CE,BOA VIAGEM,1627,1791241,F2D3EAC3,20220926T151500,116386494473508454782277,20221002T080001,20221002T174533,343,287,252,20
13471,63,218,CE,BOA VIAGEM,1627,1784311,F2D3EAC3,20220926T152200,267801394988532049343655,20221002T080001,20221002T181248,357,295,250,28
13471,63,93,CE,BOA VIAGEM,1686,1791190,DB7B5A58,20220926T115800,055780017759574206213787,20221002T080001,20221002T174338,324,281,255,10
13471,63,94,CE,BOA VIAGEM,1694,1818043,DB7B5A58,20220926T144900,631538708217468200159022,20221002T080001,20221002T175304,352,301,255,30
13498,70,179,CE,BREJO SANTO,1562,1238795,A5565569,20220923T143600,023951592385281315549978,20221002T080001,20221002T212002,371,322,287,21
13498,70,202,CE,BREJO SANTO,1805,1298218,C0BD804C,20220923T084700,094658490085883216491636,20221002T080001,20221002T174753,347,288,252,19
13498,70,238,CE,BREJO SANTO,1775,1328125,A9D48D51,20220923T111500,528901795005209614771217,20221002T080001,20221002T211308,374,307,279,18
13498,70,239,CE,BREJO SANTO,1805,1237130,C0BD804C,20220923T085600,539002911229347486307862,20221002T080001,20221002T180639,353,292,256,23
13498,70,251,CE,BREJO SANTO,1422,1302655,A5565569,20220923T140600,922941568275912875942707,20221002T080001,20221002T193000,379,314,264,28
13552,33,58,CE,CANINDÉ,1171,2035707,07B1DDA8,20220919T185500,236977463164471552901208,20221002T080001,20221002T181359,335,284,253,18
13579,105,33,CE,CAPISTRANO,1201,1237940,445568AB,20220920T092300,306194845619475251455472,20221002T080002,20221002T185054,340,287,257,19
13595,111,107,CE,CARIDADE,1309,2181913,F6A34B9A,20220927T100500,385565246162225629664378,20221002T080001,20221002T184843,381,344,297,16
13595,111,87,CE,CARIDADE,1104,2043377,BFCE996A,20220927T145300,506777830044099946545331,20221002T080001,20221002T174650,345,312,264,27
13595,111,88,CE,CARIDADE,1104,2185333,BFCE996A,20220927T145700,759202191469620115455464,20221002T080001,20221002T183944,358,319,272,27
13633,71,72,CE,CARIRIAÇU,1708,1657021,0F3EDCDB,20220922T102200,690929406922055765244444,20221002T080001,20221002T192126,396,320,254,30
13692,7,81,CE,CASCAVEL,1465,2208301,90852FA6,20220922T160700,747151410871936479033710,20221002T080001,20221002T183726,351,312,262,26
13757,13,501,CE,CEDRO,1317,1184899,E1D7D1ED,20220921T112500,202560769646798340820743,20221002T080001,20221002T194215,374,299,251,11
13730,120,350,CE,CAUCAIA,1643,2236305,6B5160EC,20220926T103100,335356951860078431154653,20221002T080001,20221002T171240,343,313,252,38
13730,120,361,CE,CAUCAIA,1660,2240066,03CB8F91,20220926T141500,103033900627384484671115,20221002T080001,20221002T171023,331,300,260,26
13730,37,433,CE,CAUCAIA,2321,2240670,941C7A29,20220927T121300,951593859005964226056510,20221002T080001,20221002T172226,356,326,250,47
13870,62,247,CE,FARIAS BRITO,1422,1817176,9BB88476,20220922T092400,875851106481296462226121,20221002T080001,20221002T190150,390,339,265,45
13854,27,122,CE,CRATO,1546,1005469,181398F6,20220922T134200,180309634797052578813933,20221002T080001,20221002T175640,349,304,260,24
13854,27,125,CE,CRATO,1562,1006933,1A7AB4E8,20220923T113300,483339263461207638296612,20221002T080001,20221002T194708,354,314,273,17
13854,27,127,CE,CRATO,1562,1028282,1A7AB4E8,20220923T114700,786369780191879443389848,20221002T080001,20221002T190637,354,298,257,20
13854,27,131,CE,CRATO,1562,1028748,1A7AB4E8,20220923T115400,806571214893771646769696,20221002T080001,20221002T182926,355,300,259,25
13854,27,177,CE,CRATO,1481,1184260,C630B3FA,20220922T115200,958086301577698543460123,20221002T080002,20221002T170803,337,301,252,27
13854,27,179,CE,CRATO,1759,1183425,1A7AB4E8,20220923T105600,857076421198853569179108,20221002T080001,20221002T180141,325,286,262,9
13854,27,182,CE,CRATO,1775,1010156,1A7AB4E8,20220922T173200,422733297855647330491859,20221002T080001,20221002T192505,347,296,267,12
13854,27,200,CE,CRATO,1694,1008954,CE9AC09F,20220923T104400,362127547109138450839472,20221002T080001,20221002T175248,346,301,259,26
13854,27,201,CE,CRATO,1848,1184559,FB92C8A2,20220923T101600,927783210333565286361696,20221002T080001,20221002T174742,348,311,259,33
13854,27,210,CE,CRATO,1953,1008795,77ACD616,20220922T171000,028793277668920289480986,20221002T080001,20221002T190702,372,334,294,19
13854,27,212,CE,CRATO,1970,1142696,CE9AC09F,20220923T123000,422733891515043928067856,20221002T080001,20221002T184328,368,327,259,32
13854,27,218,CE,CRATO,2046,1004780,1A7AB4E8,20220923T111000,210612340334547007386205,20221002T080001,20221002T200702,393,347,319,8
13854,27,219,CE,CRATO,1694,1011983,CE9AC09F,20220923T105100,392430634612042543327839,20221002T080001,20221002T175131,343,297,257,21
13854,27,222,CE,CRATO,1872,1028876,F837056E,20220922T133600,523743064214586565723313,20221002T080001,20221002T180206,340,303,262,29
13854,27,227,CE,CRATO,1848,1008286,FB92C8A2,20220923T103400,675258760408359213061431,20221002T080001,20221002T174221,342,308,258,32
13854,27,235,CE,CRATO,1821,1004695,181398F6,20220922T143400,028793963381057449095998,20221002T080001,20221002T174610,336,291,250,22
13854,27,243,CE,CRATO,1694,1011922,CE9AC09F,20220923T105800,160107954889301031658667,20221002T080001,20221002T184828,346,295,250,23
13854,27,264,CE,CRATO,1503,1010077,A6702758,20220923T094300,109501147017729245369060,20221002T080001,20221002T184910,333,297,258,27
13854,27,271,CE,CRATO,1821,1006124,181398F6,20220922T144100,422733207021335322314247,20221002T080001,20221002T180424,337,293,256,24
13854,27,273,CE,CRATO,2305,1012816,77ACD616,20220922T135100,483339480714371731865547,20221002T080001,20221002T182045,331,298,250,33
13854,27,274,CE,CRATO,1694,1000159,CE9AC09F,20220923T110400,675258781940195129917214,20221002T080001,20221002T175956,342,297,251,25
13854,27,279,CE,CRATO,2330,1011952,77ACD616,20220922T162200,331824999899359202279047,20221002T080001,20221002T174350,337,302,252,26
13854,27,286,CE,CRATO,1775,1003978,1A7AB4E8,20220922T174800,897480293702629199502514,20221002T080001,20221002T183906,345,312,282,17
13854,27,295,CE,CRATO,1449,1008114,31328486,20220923T085400,422733787769096406266336,20221002T080002,20221002T190433,377,313,260,29
13854,27,297,CE,CRATO,1694,1010344,CE9AC09F,20220923T111200,816672390254289117563363,20221002T080001,20221002T175939,342,291,250,20
13854,27,317,CE,CRATO,2356,1024134,FB92C8A2,20220923T084100,564147679997936130288751,20221002T080001,20221002T185744,339,294,251,28
13978,62,160,CE,GRANJEIRO,1066,1817806,B505E7B7,20220922T161000,904054413970698658288704,20221002T080001,20221002T172816,390,301,278,13
13978,62,172,CE,GRANJEIRO,1074,1815907,8CDEE1BD,20220922T154900,510115319863097664726749,20221002T080001,20221002T172331,356,282,252,19
14095,15,151,CE,ICÓ,1740,1236554,C9A0758D,20220921T111900,029364573888808786555573,20221002T080001,20221002T200958,319,287,253,14
14095,15,185,CE,ICÓ,1937,1298761,C9A0758D,20220921T110500,887950080674290308484985,20221002T080001,20221002T221655,387,321,279,13
14117,13,244,CE,IGUATU,1775,1024296,9133DA26,20220920T154800,275567176152600645403870,20221002T080001,20221002T184450,324,296,264,21
14117,13,391,CE,IGUATU,2445,1203182,1B14BCCA,20220920T163200,497789501215420181910475,20221002T080001,20221002T202959,364,312,266,29
14230,41,270,CE,IRAUÇUBA,1058,1112998,2C11C075,20220927T133500,403479071918841643644912,20221002T080431,20221002T185212,379,333,265,42
14273,41,219,CE,ITAPAJÉ,1821,1153194,ERROR,20220927T111300,834822072385732221994132,20221002T080155,20221002T194600,412,351,280,46
14311,105,142,CE,ITAPIÚNA,1155,1237348,E967C8F3,20220920T142800,968460555206003861781594,20221002T080001,20221002T185250,376,323,254,42
14290,17,217,CE,ITAPIPOCA,3506,1113475,2371F7AE,20220922T111700,602044626489336323298163,20221002T081415,20221002T182436,370,321,259,44
14290,17,402,CE,ITAPIPOCA,2739,1024418,2371F7AE,20220922T130300,551539133384134176614643,20221002T081119,20221002T193753,333,294,259,19
14290,17,455,CE,ITAPIPOCA,2933,1024636,A38B3797,20220922T132600,016185279753987129266373,20221002T080001,20221002T200442,340,310,279,15
14290,17,531,CE,ITAPIPOCA,3093,1113161,ERROR,20220923T102100,753559751122138318306191,20221002T080853,20221002T211824,364,334,286,26
14290,17,534,CE,ITAPIPOCA,3115,1184640,232D3EFE,20220922T163200,591943698581700205462827,20221002T080001,20221002T190117,373,313,268,30
14290,17,544,CE,ITAPIPOCA,3182,1009966,B855A814,20220923T092400,470731642023986233679851,20221002T080001,20221002T185406,341,296,264,17
14290,17,548,CE,ITAPIPOCA,3220,1183448,232D3EFE,20220923T092700,248408859946968787287653,20221002T080001,20221002T192450,354,314,295,9
14290,17,553,CE,ITAPIPOCA,3298,1028989,232D3EFE,20220923T100000,561640699178692441460290,20221002T080001,20221002T182505,311,288,265,11
14290,17,556,CE,ITAPIPOCA,3310,1026500,232D3EFE,20220923T090600,733357199395207393006011,20221002T081046,20221002T202559,348,304,257,20
14290,17,557,CE,ITAPIPOCA,3310,1026536,232D3EFE,20220923T091200,400024974762686344470399,20221002T080001,20221002T201154,355,314,262,29
14290,17,58,CE,ITAPIPOCA,1236,1007444,C33D5349,20220923T101100,844468076498137411975629,20221002T080001,20221002T192325,335,295,258,23
14290,17,84,CE,ITAPIPOCA,1481,1026150,B855A814,20220922T144700,814165812857142747429068,20221002T080001,20221002T200439,351,312,264,9
14451,70,384,CE,JATI,1120,1329296,951B3B95,20220922T103800,044353310424917818440661,20221002T080001,20221002T204555,350,295,251,18
14478,119,33,CE,JUAZEIRO DO NORTE,1449,1327128,3C7E0501,20220927T163700,568071107244477051044611,20221002T080001,20221002T191458,414,332,250,47
14478,28,433,CE,JUAZEIRO DO NORTE,1635,1302620,0F3AE03E,20220926T103400,891391790140844068546378,20221002T080001,20221002T184742,364,323,267,30
14532,29,122,CE,LIMOEIRO DO NORTE,1490,1012181,CE088605,20220926T100100,528565979457995335335740,20221002T080001,20221002T204049,409,355,268,59
14532,29,43,CE,LIMOEIRO DO NORTE,1171,1183691,CE088605,20220926T111600,639676244468651987719367,20221002T080001,20221002T193908,367,314,254,45
14613,45,102,CE,MASSAPÊ,1538,1297316,7ABE5334,20220929T144500,346117650567163865031006,20221002T080001,20221002T190525,354,314,251,23
14680,89,267,CE,MIRAÍMA,1228,1307681,1951E1CF,20220926T121400,250280625763241948727704,20221002T080047,20221002T191337,325,283,252,11
14699,16,86,CE,MISSÃO VELHA,1449,1617081,2EECC2A4,20220921T164000,714044939317687192234697,20221002T080001,20221002T171526,335,285,257,17
15113,59,104,CE,PEDRA BRANCA,1783,1300672,A59987E6,20220927T134300,989932516544373640988177,20221002T080001,20221002T182820,370,278,255,13
15113,59,107,CE,PEDRA BRANCA,1791,1328101,ADCFDCB1,20220927T163500,414275418148189583863617,20221002T080001,20221002T195010,366,271,260,6
15113,59,73,CE,PEDRA BRANCA,1511,1300667,A59987E6,20220927T114800,040538860550567596600495,20221002T080001,20221002T194653,363,288,251,21
15156,50,143,CE,PENTECOSTE,1376,1625417,D57812EA,20221001T144800,785013789870954887381053,20221002T080001,20221002T232913,349,284,254,18
15237,70,308,CE,PORTEIRAS,1287,1238866,B90FF0DF,20220922T145900,834932988763392781246782,20221002T080001,20221002T211146,368,290,255,16
15237,70,313,CE,PORTEIRAS,1325,1311279,B90FF0DF,20220923T083400,542003217634034101723552,20221002T080001,20221002T204047,408,290,266,10
15296,11,35,CE,QUIXERAMOBIM,2933,1818468,9DBE83D7,20220919T160000,598277357305814341020053,20221002T080001,20221002T190026,356,289,259,21
15318,29,256,CE,QUIXERÉ,1180,1007959,55FB51C7,20220926T130400,016114207274025951219925,20221002T080001,20221002T184758,367,327,256,39
15350,79,109,CE,RERIUTABA,1171,1814731,0719414A,20220926T112800,094157171255341031567936,20221002T080002,20221002T170644,343,301,256,19
15393,43,282,CE,SABOEIRO,1236,1751550,44214FCB,20220927T115500,131674092590537725393901,20221002T080001,20221002T184947,375,293,259,16
15431,53,40,CE,SANTANA DO CARIRI,1210,1299496,7DE06801,20220929T144400,295597571340045803117376,20221002T080001,20221002T184831,341,288,258,11
15431,53,52,CE,SANTANA DO CARIRI,1147,1255145,7DE06801,20220929T145800,729840299183848312819428,20221002T080001,20221002T182123,359,305,258,21
15431,53,53,CE,SANTANA DO CARIRI,1155,1298797,7DE06801,20220929T142800,992567670410846614584387,20221002T080001,20221002T211210,370,305,259,23
15431,53,59,CE,SANTANA DO CARIRI,1210,1302301,7DE06801,20220929T145100,588426923669213027843587,20221002T080001,20221002T192231,346,298,266,19
15431,53,60,CE,SANTANA DO CARIRI,1139,1235930,ERROR,20220929T152000,689436106578087926116330,20221002T080001,20221002T195729,357,306,276,17
15458,54,161,CE,SANTA QUITÉRIA,1830,1612013,ABC8A7F4,20220927T140900,506129506871067622797556,20221002T080001,20221002T192325,305,274,256,12
15458,54,180,CE,SANTA QUITÉRIA,1899,1609728,ABC8A7F4,20220927T103800,829361475703141597565998,20221002T080001,20221002T181226,340,286,252,20
15458,54,187,CE,SANTA QUITÉRIA,1929,1614775,D4B93FAF,20220927T125000,991078416831152512834533,20221002T080001,20221002T184520,370,316,262,22
15610,55,37,CE,SOLONÓPOLE,1228,1818215,2720E6EA,20220928T102000,142304123225903794168801,20221002T080001,20221002T182418,369,285,252,21
15610,55,38,CE,SOLONÓPOLE,1228,1819934,2720E6EA,20220928T102800,576647664668897707698890,20221002T080001,20221002T182633,363,287,261,16
15598,121,238,CE,SOBRAL,1694,1606350,82095F5E,20220926T091300,390173662075013357142596,20221002T080001,20221002T172835,342,295,251,10
15695,81,116,CE,TIANGUÁ,1392,1301462,0BDD1AE9,20220921T125900,691136512016942935996558,20221002T083452,20221002T202005,390,314,255,29
15695,81,206,CE,TIANGUÁ,1406,1248204,1468D40B,20220921T153700,155782990436412740208665,20221002T080001,20221002T182834,374,339,251,58
15717,97,106,CE,TRAIRI,1708,2185239,75E2835C,20220921T095100,361576112234759454771490,20221002T080001,20221002T184214,329,282,250,19
15792,25,168,CE,URUOCA,1120,1300977,9589F129,20220927T092600,487017878192495917880845,20221002T080001,20221002T175216,363,316,250,45
15814,62,94,CE,VÁRZEA ALEGRE,1430,1819642,07109DEA,20220922T144300,662530732752710053925335,20221002T080001,20221002T170339,368,293,260,22
15830,35,128,CE,VIÇOSA DO CEARÁ,1732,1627061,66A2A749,20220920T102800,226798333398823827729424,20221002T080001,20221002T185127,350,286,257,7
15830,35,135,CE,VIÇOSA DO CEARÁ,1465,1633357,1EC2ADA0,20220920T133800,903566754024924344841403,20221002T080001,20221002T185133,340,307,252,23
15830,35,140,CE,VIÇOSA DO CEARÁ,1600,1624426,1EC2ADA0,20220920T124600,923768290526786577447026,20221002T080001,20221002T175631,336,287,251,19
15830,35,145,CE,VIÇOSA DO CEARÁ,1880,1629061,66A2A749,20220920T101800,257001175401762026967965,20221002T080001,20221002T183855,370,308,271,13
15830,35,160,CE,VIÇOSA DO CEARÁ,2003,1621621,A78A8A2A,20220920T132000,418617929634781637742185,20221002T080001,20221002T184403,353,311,269,15
15830,35,91,CE,VIÇOSA DO CEARÁ,1457,1614732,123B8655,20220920T112500,489324224633988418597155,20221002T080001,20221002T201753,418,346,264,39
15830,35,99,CE,VIÇOSA DO CEARÁ,1449,1616313,DF71B121,20220920T125600,347910960909295163400527,20221002T080001,20221002T190845,357,312,256,29
15920,47,160,CE,IBICUITINGA,1155,1818220,27FC76CE,20220923T161800,095014609394532817336694,20221002T080001,20221002T190556,391,340,256,64
15920,47,243,CE,IBICUITINGA,1244,1756037,27FC76CE,20220923T173000,185923978103353799508307,20221002T080001,20221002T185032,378,337,290,35
15954,98,140,CE,ITAREMA,1210,1614576,54F891AB,20220923T124900,081859457289428033686394,20221002T080001,20221002T182945,350,272,251,17
15954,98,194,CE,ITAREMA,1392,1605948,54F891AB,20220923T122300,546405702935286161153076,20221002T080001,20221002T175734,342,297,251,23
15954,98,197,CE,ITAREMA,1422,1609418,54F891AB,20220923T112100,081859575189570636688360,20221002T080001,20221002T202612,362,325,268,42
15970,55,86,CE,MILHÃ,1147,1005578,0881DE5B,20220929T113400,504640728858838793857788,20221002T080001,20221002T183446,366,293,254,23
16136,47,9,RN,ALTO DO RODRIGUES,1023,1660020,6813D7CF,20220920T110700,308935296941761241577740,20221002T080001,20221002T192942,418,322,256,39
16160,42,26,RN,MAJOR SALES,1040,1795083,872A132E,20220921T083000,933143731046964094310593,20221002T080001,20221002T191747,388,317,253,46
16160,42,27,RN,MAJOR SALES,1040,1794715,872A132E,20220921T083700,912941828944436130583610,20221002T080001,20221002T194204,395,331,272,34
16160,42,28,RN,MAJOR SALES,1040,1794982,872A132E,20220921T084400,226072248475620449220300,20221002T080001,20221002T192445,441,376,309,53
17710,42,54,,,1066,1792904,13DFCA04,20220922T104200,488298482256024620889947,20221002T080742,20221002T195435,366,314,253,41
16187,43,96,RN,VENHA-VER,1058,1794883,E7C75437,20220927T171400,840745134831477919555476,20221002T080001,20221002T191217,383,302,256,15
16195,35,154,RN,APODI,1350,1785863,DFA416B4,20220922T112300,506626389050040477655155,20221002T080001,20221002T185841,380,338,255,51
16195,35,155,RN,APODI,1333,1783786,DFA416B4,20220922T113000,708646693470125531942018,20221002T080001,20221002T182638,384,334,269,39
16195,35,157,RN,APODI,1333,1782331,DFA416B4,20220922T114400,688444899568473634569976,20221002T080001,20221002T185005,389,335,258,43
16195,35,162,RN,APODI,1333,1790646,DFA416B4,20220922T142000,456121184245111161907024,20221002T080001,20221002T181752,385,313,260,27
16314,62,83,RN,BENTO FERNANDES,1074,2051722,CE7421C2,20220920T140800,922556816318782950375124,20221002T080001,20221002T184943,360,310,270,20
16411,68,87,RN,CAMPO REDONDO,1074,2058966,69858742,20220923T093600,587188918699329682558526,20221002T080001,20221002T185357,373,335,274,36
16454,36,54,RN,CARAÚBAS,1279,1784223,7805F387,20220921T143800,149801935925361305211477,20221002T080001,20221002T210719,387,322,272,30
16454,36,55,RN,CARAÚBAS,1228,1794111,7805F387,20220921T144500,452932356556551407550328,20221002T080001,20221002T190742,396,322,267,34
16454,36,56,RN,CARAÚBAS,1228,1784255,7805F387,20220921T145300,321619332843377565260259,20221002T080001,20221002T180549,397,310,255,33
16454,36,58,RN,CARAÚBAS,1279,1790970,7805F387,20221001T133400,685255916579374025884388,20221002T080001,20221002T184317,390,336,282,28
16454,36,59,RN,CARAÚBAS,1228,1793956,7805F387,20220921T151000,978184315308562994032991,20221002T080001,20221002T180101,398,333,277,39
16454,36,61,RN,CARAÚBAS,1279,1846894,7805F387,20220921T152400,372124909148339797059585,20221002T080001,20221002T175709,388,330,285,25
16454,36,63,RN,CARAÚBAS,1228,1789985,7805F387,20220921T154600,856972600896130430578244,20221002T080001,20221002T182510,396,332,263,40
16519,6,166,RN,CEARÁ-MIRIM,1392,2042479,E11328A8,20220920T165700,352701520194810611359932,20221002T080001,20221002T185220,379,320,263,40
16519,6,211,RN,CEARÁ-MIRIM,1279,2054155,32877A07,20220921T091200,393105755519491986988004,20221002T080001,20221002T182031,400,331,266,46
16632,43,112,RN,DOUTOR SEVERIANO,1147,1794978,71E39A0A,20220927T150100,430104814801547161258093,20221002T080001,20221002T193811,374,309,255,28
16659,65,56,RN,ENCANTO,1040,1784336,34A90768,20220920T170100,812478827106510074654344,20221002T080001,20221002T182546,343,301,254,34
16659,65,57,RN,ENCANTO,1040,1784313,34A90768,20220920T170900,479044598872738213077634,20221002T080001,20221002T181446,342,304,252,30
16730,45,86,RN,FELIPE GUERRA,1023,1788993,CE71A038,20220927T094100,398622614652238982992790,20221002T080001,20221002T185556,366,325,268,37
16730,45,87,RN,FELIPE GUERRA,1023,1794128,CE71A038,20220927T094800,792662127392123688147317,20221002T080001,20221002T174741,365,316,259,39
16730,45,89,RN,FELIPE GUERRA,1023,1787309,CE71A038,20220927T100100,388521934951940342477492,20221002T080001,20221002T184635,367,323,256,46
16730,45,90,RN,FELIPE GUERRA,1023,1790893,CE71A038,20220927T100800,732056361286789329384012,20221002T080001,20221002T191305,370,344,276,46
16730,45,91,RN,FELIPE GUERRA,1023,1787134,CE71A038,20220927T101500,449127182957373547405714,20221002T080001,20221002T175129,369,343,258,61
16730,45,92,RN,FELIPE GUERRA,1023,1781406,CE71A038,20220927T102100,711854560884457422632217,20221002T080001,20221002T171953,367,325,260,44
16730,45,93,RN,FELIPE GUERRA,1040,1789180,CE71A038,20220927T102700,287511245041447445974174,20221002T080001,20221002T174658,367,336,270,40
16730,45,94,RN,FELIPE GUERRA,1023,1787161,CE71A038,20220927T103500,418824483254529284152170,20221002T080001,20221002T172024,373,335,264,54
