16284,32,103,,,1180,1253583,9F8B56A7,20221001T160500,929535924763744047430829,20221002T080001,20221002T174341,273,212,129,71,4,5,212,LULA,58,false,0
16284,32,127,,,1058,1612110,9F8B56A7,20221001T172100,081151080679917675636225,20221002T082918,20221002T174135,360,276,168,81,17,4,277,LULA,87,true,1
16284,32,30,,,1171,1610811,9F8B56A7,20221001T170000,333676337104917474980395,20221002T080455,20221002T170436,302,232,150,60,18,3,232,LULA,90,false,0
16284,32,43,,,1333,1256499,9F8B56A7,20221001T162600,919434913162985630202032,20221002T080452,20221002T170251,247,211,132,56,12,10,211,LULA,76,false,0
16284,32,83,,,1368,1610304,9F8B56A7,20221001T171500,788121789749800294590505,20221002T080001,20221002T203248,396,289,173,85,5,17,289,LULA,88,false,0
17558,44,104,,,1074,1082227,1FB276C1,20220922T112600,902662900481657892489189,20221002T080001,20221002T195431,377,293,205,58,14,14,293,LULA,147,false,0
17299,20,12,,,1228,1268864,31395FC1,20220923T124700,946208941347143697965653,20221002T080001,20221002T175710,278,229,169,35,14,6,229,LULA,134,false,0
18473,43,82,,,1023,1793493,3AC5C71A,20220928T173200,274288276547038073788420,20221002T080001,20221002T182119,329,269,206,36,16,7,269,LULA,170,false,0
17299,20,62,,,1074,1258555,31395FC1,20221001T094100,188632180371349768522503,20221002T080001,20221002T185301,362,268,172,74,12,5,268,LULA,98,false,0
17299,20,78,,,1112,1320467,31395FC1,20220923T122200,370551374690047658903361,20221002T080001,20221002T173551,309,244,125,87,16,11,244,LULA,38,false,0
17299,20,86,,,1260,1221980,31395FC1,20221001T171200,269440263179073464915884,20221002T080001,20221002T205231,335,251,165,64,13,8,251,LULA,101,false,0
16810,9,183,,,1058,1210750,DC64B0BD,20220920T172500,680067680642841722103116,20221002T080001,20221002T182400,268,216,118,87,9,1,216,LULA,31,false,0
18813,9,26,,,1040,1183853,68211027,20220923T092300,634062633220079713375138,20221002T080930,20221002T195906,397,265,133,102,12,15,265,LULA,31,false,0
16268,64,124,,,1201,2052379,0DA81F6A,20220926T144700,375423370782063561771387,20221002T080001,20221002T170828,241,208,148,45,8,5,208,LULA,103,false,0
16268,64,134,,,1180,2052365,0DA81F6A,20220926T144000,133099133658335174157893,20221002T080001,20221002T170453,304,262,190,55,8,8,262,LULA,135,false,0
18317,52,83,,,1090,2052583,D36C84FE,20221001T163300,795736792014748260321810,20221002T082317,20221002T184447,318,277,146,116,8,6,277,LULA,30,false,0
18813,9,97,,,1171,1103450,68211027,20220923T094700,533052537910439276876311,20221002T080001,20221002T211303,384,285,139,116,18,11,285,LULA,23,false,0
16284,32,82,,,1066,1612058,9F8B56A7,20220922T112400,879030879458486453789495,20221002T080434,20221002T190452,391,330,206,93,18,8,331,LULA,113,true,1
17434,30,63,,,1147,1628318,BE6FC141,20220922T182900,532474530275263830756098,20221002T080001,20221002T190502,394,304,216,61,17,7,304,LULA,155,false,0
17434,30,75,,,1147,1610845,BE6FC141,20220922T175200,360757364358766057035644,20221002T080001,20221002T194222,395,311,233,57,7,6,311,LULA,176,false,0
17736,54,82,,,1090,1610748,98CBAA5F,20220921T101200,071786073433252527703250,20221002T093437,20221002T194818,397,344,265,61,13,5,344,LULA,204,false,0
17736,54,90,,,1031,1609652,98CBAA5F,20221002T095400,344413348160895707736656,20221002T080001,20221002T181641,285,227,165,45,7,6,227,LULA,120,false,0
16411,68,66,,,1058,2058861,69858742,20220923T105600,607390603601607622376161,20221002T080001,20221002T173227,348,270,195,55,8,8,270,LULA,140,false,0
18350,23,1,,,1015,1228255,E9D55F46,20221001T183700,500997508179959671068852,20221002T080001,20221002T183307,355,304,194,74,20,12,304,LULA,120,false,0
18392,26,80,,,1104,1792881,A117831E,20220922T160400,406120406873383523638511,20221002T080001,20221002T170329,72,62,51,7,3,1,62,LULA,44,false,0
17930,17,21,,,1058,1601816,A943EC14,20220922T121000,764660765785113488094082,20221002T080001,20221002T173610,366,302,202,76,18,3,302,LULA,126,false,0
17930,17,24,,,1163,1610702,A943EC14,20220922T114200,491933497858149872231431,20221002T080228,20221002T181511,336,263,180,52,19,8,263,LULA,128,false,0
18252,24,13,,,1155,1239550,98D96A95,20220923T083700,259583255254958905035210,20221002T080001,20221002T170039,291,254,127,97,15,12,254,LULA,30,false,0
17930,17,48,,,1040,1368737,A943EC14,20221001T171500,310115314440335358236036,20221002T080001,20221002T172348,290,256,166,74,11,3,256,LULA,92,false,0
17930,17,49,,,1040,1624784,A943EC14,20220922T113300,441428442653075415376077,20221002T080001,20221002T175356,295,250,171,58,8,8,250,LULA,113,false,0
18996,11,158,,,1198,1127996,BD9946FA,20220922T101100,222140223955422734739652,20221002T080001,20221002T174739,260,211,140,51,10,7,211,LULA,89,false,0
18953,7,53,,,1082,1082951,0185260A,20220922T112900,194796196189156617169187,20221002T080408,20221002T191115,374,291,169,88,14,12,291,LULA,81,false,0
18953,7,78,,,1066,1052861,0185260A,20220922T111600,699746698239359404424668,20221002T080804,20221002T174829,359,279,193,65,8,8,279,LULA,128,false,0
