MUNICIPIO,ESTADO,POPULACAOESTIMADA,TOTALCOMPARECIMENTOS,VOTOSLULA,VOTOSBOLSONARO
RAFAEL FERNANDES,RN,4608,4077,3193,598
RIACHO DA CRUZ,RN,3025,2356,1811,362
RIACHO DE SANTANA,RN,4292,3124,2529,393
RIACHUELO,RN,6824,5346,3667,1288
RODOLFO FERNANDES,RN,4569,3482,2611,555
RUY BARBOSA,RN,3625,3238,1701,1304
SÃO FRANCISCO DO OESTE,RN,3669,3241,2358,552
SANTA CRUZ,RN,33736,21529,13939,5615
SANTO ANTÔNIO,RN,21263,14957,10080,3415
SÃO BENTO DO TRAIRÍ,RN,3702,3345,2310,697
SÃO GONÇALO DO AMARANTE,RN,77363,60909,33841,21368
SÃO JOSÉ DO CAMPESTRE,RN,11744,8311,5148,2438
SÃO JOSÉ DE MIPIBU,RN,36990,25511,14959,7970
VERA CRUZ,RN,10313,9217,5710,2521
SÃO JOSÉ DO SERIDÓ,RN,3925,3746,2689,714
SÃO PAULO DO POTENGI,RN,14483,11392,6085,4257
SÃO PEDRO,RN,6433,5066,3439,1196
SÃO RAFAEL,RN,8116,6006,4033,1388
SÃO TOMÉ,RN,11115,7472,3977,2924
SENADOR ELÓI DE SOUZA,RN,5906,4575,3123,1079
SENADOR GEORGINO AVELINO,RN,3690,3184,2013,890
SERRA DE SÃO BENTO,RN,5801,4487,2991,1032
SERRA NEGRA DO NORTE,RN,7241,5124,3358,1343
SERRINHA,RN,6740,5501,3618,1302
SEVERIANO MELO,RN,5671,5579,4233,801
SÍTIO NOVO,RN,5212,4000,3021,641
TAIPU,RN,11768,8581,6286,1499
TENENTE ANANIAS,RN,9311,6447,4700,1280
TANGARÁ,RN,13081,9411,5732,2697
TIMBAÚBA DOS BATISTAS,RN,2295,1846,1212,479
TOUROS,RN,29436,21446,12838,6809
UPANEMA,RN,12719,9793,5631,3273
UMARIZAL,RN,10640,7030,5270,1143
VÁRZEA,RN,5276,4078,2540,1202
VIÇOSA,RN,1769,1512,1106,259
RIACHÃO DO POÇO,PB,4239,3691,2376,902
GUAJARÁ-MIRIM,RO,39451,21166,7087,12301
ÁGUA BRANCA,PB,9224,5958,4763,664
JURU,PB,10222,6440,5181,672
SOBRADO,PB,7340,5967,3849,1402
AGUIAR,PB,5629,3818,2965,571
SÃO JOSÉ DOS RAMOS,PB,5482,4459,3153,834
ALAGOA GRANDE,PB,27448,17270,11860,3573
ALAGOA NOVA,PB,19163,12791,8721,2243
CUITÉ DE MAMANGUAPE,PB,6505,5544,4137,834
ALAGOINHA,PB,13025,9308,7026,1385
PRESIDENTE MÉDICI,RO,22197,11523,2889,7589
CURRAL DE CIMA,PB,5469,4618,3402,650
ALHANDRA,PB,18183,15605,8729,5275
RIACHÃO DO BACAMARTE,PB,4172,3751,2569,720
SÃO JOÃO DO RIO DO PEIXE,PB,17773,11665,8822,1697
MATINHAS,PB,4178,3582,2566,603
ARAÇAGI,PB,17376,11137,8345,1557
LOGRADOURO,PB,3816,3353,2102,897
ARARA,PB,12356,7099,4885,1324
SERTÃOZINHO,PB,4213,3541,2532,665
ARARUNA,PB,19191,10358,7030,2175
RIACHÃO,PB,3405,2488,1842,439
AREIA,PB,24992,15545,10772,2838
SÃO DOMINGOS DO CARIRI,PB,2265,2089,1413,468
BOQUEIRÃO,PB,15877,12343,7791,3256
AREIAL,PB,6234,4661,3108,965
ESPERANÇA,PB,29801,20909,12899,5398
CARAÚBAS,PB,3824,3583,2678,597
AROEIRAS,PB,19174,12827,9398,2131
SANTO ANDRÉ,PB,2641,1829,1384,270
JUNCO DO SERIDÓ,PB,6486,5463,3874,988
DAMIÃO,PB,4807,3500,2703,430
SOSSÊGO,PB,2965,2756,2189,305
BAÍA DA TRAIÇÃO,PB,7630,6112,4775,892
ASSUNÇÃO,PB,3336,3307,2379,638
BANANEIRAS,PB,21670,13275,9600,2173
BELÉM,PB,17173,11475,7468,2725
DONA INÊS,PB,10832,7517,5920,891
ZABELÊ,PB,2024,1729,1374,207
MONTEIRO,PB,29980,21350,15584,3754
BARRA DE SANTA ROSA,PB,12848,8651,6609,1350
BARRA DE SÃO MIGUEL,PB,5435,5216,3541,1217
CACIMBAS,PB,6787,4632,3693,513
BAYEUX,PB,92891,62712,30224,25160
SÃO BENTINHO,PB,4049,3011,2378,376
BELÉM DO BREJO DO CRUZ,PB,7040,5033,3502,1077
SÃO DOMINGOS,PB,2719,2570,1769,496
POMBAL,PB,31524,20097,12479,5544
BOA VENTURA,PB,5800,3775,2859,559
NOVA OLINDA,PB,6280,3704,2863,455
SÃO JOSÉ DE PRINCESA,PB,4644,2868,2334,255
MARIZÓPOLIS,PB,6214,5159,3448,1201
BOM SUCESSO,PB,5152,3758,3112,344
MATO GROSSO,PB,2601,2328,1969,176
BONITO DE SANTA FÉ,PB,10253,5980,4223,1269
BERNARDINO BATISTA,PB,3164,2430,1923,323
POÇO DE JOSÉ DE MOURA,PB,3959,3198,2491,422
IGARACY,PB,6334,4485,3322,687
BORBOREMA,PB,5009,3571,2576,616
SANTA INÊS,PB,3707,2740,2315,205
CONCEIÇÃO,PB,17496,11561,8474,1959
BREJO DO CRUZ,PB,12424,8371,5514,1983
BREJO DOS SANTOS,PB,5743,4888,3335,1121
CASSERENGUE,PB,6762,4668,3531,602
GADO BRAVO,PB,8236,6219,4626,891
CAAPORÃ,PB,19388,13977,8794,3806
CABACEIRAS,PB,4907,4171,2555,1131
POÇO DANTAS,PB,3919,3079,2543,316
JOCA CLAUDINO,PB,2660,1979,1550,250
CACHOEIRA DOS ÍNDIOS,PB,8388,6188,4870,742
CABEDELO,PB,49728,40789,19453,16630
TENÓRIO,PB,2806,2212,1672,348
CACIMBA DE AREIA,PB,3485,3208,2455,494
COXIXOLA,PB,1705,1592,1196,258
CACIMBA DE DENTRO,PB,17108,10599,7392,2056
CAIÇARA,PB,7314,4390,2885,1037
PEDRO RÉGIS,PB,5588,4003,2641,828
ALCANTIL,PB,5068,4068,2261,1309
CAJAZEIRAS,PB,56051,38177,28685,6105
CALDAS BRANDÃO,PB,5363,4408,3136,869
BARRA DE SANTANA,PB,8619,6151,4145,1268
CAMALAÚ,PB,5761,4886,4047,441
CATURITÉ,PB,4467,3991,2831,720
QUEIMADAS,PB,38883,29777,19644,6898
CARRAPATEIRA,PB,2389,1811,1422,232
CATINGUEIRA,PB,4849,3784,2673,763
PIANCÓ,PB,15881,10235,6929,2157
APARECIDA,PB,7323,5761,4090,1158
SÃO FRANCISCO,PB,3442,3435,2459,621
CATOLÉ DO ROCHA,PB,27548,17957,12620,3665
VIEIRÓPOLIS,PB,4756,4042,3037,623
IBIARA,PB,6139,4473,3424,610
AREIA DE BARAÚNAS,PB,2096,1790,1378,238
CONDADO,PB,6702,4491,3380,667
CAMPINA GRANDE,PB,371060,256468,119110,102633
MASSARANDUBA,PB,12494,9447,6005,2216
BOA VISTA,PB,5673,5215,3314,1345
CONDE,PB,19925,18742,10635,6106
SANTA RITA,PB,122454,82630,43447,28507
CONGO,PB,4770,4395,3395,655
MARCAÇÃO,PB,7287,5816,4570,770
COREMAS,PB,15236,9342,6736,1788
MATURÉIA,PB,5785,4330,3355,532
SANTA CECÍLIA,PB,7016,5639,3876,1180
UMBUZEIRO,PB,9173,5928,4197,1070
CRUZ DO ESPÍRITO SANTO,PB,15281,13497,8879,3076
CUBATI,PB,6356,5326,3677,1084
APUÍ,AM,17451,7940,2885,4600
CUITEGI,PB,7047,4506,3143,839
CUITÉ,PB,20197,13524,10224,1964
CURRAL VELHO,PB,2781,2057,1479,350
DESTERRO,PB,7929,5854,4426,946
NOVO AIRÃO,AM,14630,8872,4505,3677
VISTA SERRANA,PB,3253,2459,1722,482
DIAMANTE,PB,6582,4423,3316,685
DUAS ESTRADAS,PB,3748,2915,2051,564
EMAS,PB,3257,2603,1875,486
GUAJARÁ,AM,14102,7977,3135,4154
FAGUNDES,PB,11830,7473,5413,1168
FREI MARTINHO,PB,2935,2366,1619,510
GURINHÉM,PB,13209,9141,6346,1912
GURJÃO,PB,2985,2610,2055,339
GUARABIRA,PB,54200,35532,20150,11134
IMACULADA,PB,11451,6364,5095,687
INGÁ,PB,18168,11942,7763,3046
ITATUBA,PB,9841,6945,4737,1486
ANORI,AM,13834,8204,4574,3066
ITABAIANA,PB,24752,15500,9046,4973
SALGADO DE SÃO FÉLIX,PB,12526,8046,5394,1802
ITAPORANGA,PB,22425,13383,9547,2520
ITAPOROROCA,PB,15966,10892,7466,2186
CAREIRO DA VÁRZEA,AM,23023,13041,7716,4226
JACARAÚ,PB,13708,10549,6927,2527
JERICÓ,PB,7825,5452,4328,732
JUAREZ TÁVORA,PB,7618,6144,4321,1234
ATALAIA DO NORTE,AM,13682,6194,4724,1051
JUAZEIRINHO,PB,15899,10736,7593,2141
JURIPIRANGA,PB,10240,8137,5481,1867
LAGOA,PB,4807,3744,2933,461
LAGOA DE DENTRO,PB,7258,5572,3998,1067
LAGOA SECA,PB,24937,17593,9738,5279
AUTAZES,AM,29907,21979,13625,6885
LIVRAMENTO,PB,7105,4341,3074,830
TAPEROÁ,PB,14715,8617,6254,1396
LUCENA,PB,10943,10051,6128,2885
MÃE D'ÁGUA,PB,4017,3052,2363,455
MALTA,PB,5634,4083,3251,491
MANAÍRA,PB,10986,6211,4997,613
PRINCESA ISABEL,PB,19330,12825,10022,1637
JOÃO PESSOA,PB,674762,475083,217243,203971
MAMANGUAPE,PB,40283,26029,16175,6938
MARI,PB,20526,14576,9659,3414
MOGEIRO,PB,12305,8733,5680,2275
MONTADAS,PB,4558,4117,2679,934
MONTE HOREBE,PB,4345,3033,2399,339
BARCELOS,AM,24567,7549,4675,2299
MULUNGU,PB,9317,7484,5197,1480
NATUBA,PB,10216,5099,3340,997
NAZAREZINHO,PB,6933,5700,4549,700
NOVA FLORESTA,PB,10032,6280,4471,1072
NOVA PALMEIRA,PB,3934,3209,2473,401
OLHO D'ÁGUA,PB,7450,5296,3858,827
OLIVEDOS,PB,3489,2998,2034,619
SOLEDADE,PB,13128,9726,6309,2269
OURO VELHO,PB,2974,2300,1750,409
PASSAGEM,PB,2124,2080,1522,382
BARREIRINHA,AM,26645,16739,14691,1207
PATOS,PB,97276,54500,33293,15304
PAULISTA,PB,11619,8376,5695,1906
PEDRA BRANCA,PB,3743,2972,2011,601
PEDRA LAVRADA,PB,6810,4764,3473,773
PEDRAS DE FOGO,PB,26279,19346,11992,5349
PICUÍ,PB,18716,11991,8183,2450
COSTA MARQUES,RO,13664,6888,2551,3883
PILAR,PB,11301,8374,5627,1952
PILÕES,PB,6936,4676,3357,793
PILÕEZINHOS,PB,5319,4243,3104,636
BENJAMIN CONSTANT,AM,29268,16926,13665,2372
PIRPIRITUBA,PB,10232,6170,4183,1220
PITIMBU,PB,16140,9620,6221,2666
POCINHOS,PB,15956,11822,7026,3289
PRATA,PB,3896,3336,2310,744
PUXINANÃ,PB,12881,10000,6170,2582
BOCA DO ACRE,AM,29818,16251,7234,7640
REMÍGIO,PB,16748,11325,8177,2056
RIACHO DOS CAVALOS,PB,8057,6240,4857,854
RIO TINTO,PB,23023,15691,10175,3965
SALGADINHO,PB,3367,2559,1841,449
SANTA CRUZ,PB,6480,4605,3669,648
SANTA HELENA,PB,6028,4589,3763,454
SANTA LUZIA,PB,14292,9720,6385,2272
SÃO MAMEDE,PB,7782,5798,3911,1322
SANTANA DOS GARROTES,PB,7610,4492,3100,829
SANTANA DE MANGUEIRA,PB,5609,3505,2858,325
SANTA TERESINHA,PB,4644,4564,3189,938
BORBA,AM,31098,16571,12422,3231
SÃO BENTO,PB,29196,22285,11470,8276
SÃO JOÃO DO CARIRI,PB,4438,3488,2679,530
SÃO JOÃO DO TIGRE,PB,4578,3210,2406,468
SÃO JOSÉ DA LAGOA TAPADA,PB,7810,5430,4162,779
SÃO JOSÉ DE CAIANA,PB,5942,3911,2940,602
SÃO JOSÉ DE ESPINHARAS,PB,4913,3523,2664,594
SÃO JOSÉ DE PIRANHAS,PB,18898,12197,9612,1570
CANUTAMA,AM,11463,7006,3835,2657
SÃO JOSÉ DO SABUGI,PB,3986,3669,2514,767
SÃO JOSÉ DOS CORDEIROS,PB,3973,2775,2150,405
SÃO MIGUEL DE TAIPU,PB,6568,5076,2743,1798
SÃO SEBASTIÃO DE LAGOA DE ROÇA,PB,10908,6653,4118,1549
SÃO SEBASTIÃO DO UMBUZEIRO,PB,3061,2558,2036,271
SAPÉ,PB,46363,30177,18697,7905
SÃO VICENTE DO SERIDÓ,PB,9737,6786,4853,1188
SERRA BRANCA,PB,12413,8401,5629,1943
SERRA DA RAIZ,PB,3130,2451,1598,545
SERRA GRANDE,PB,3038,2436,1894,303
SERRA REDONDA,PB,7651,5197,3593,1020
CARAUARI,AM,25110,14082,10185,2690
SERRARIA,PB,6602,3369,2286,642
SOLÂNEA,PB,27346,16633,10994,3743
SUMÉ,PB,16456,11043,8323,1885
SOUSA,PB,63783,39369,25912,9618
TACIMA,PB,9549,5959,4188,1220
CAREIRO,AM,31070,17561,10450,5472
TAVARES,PB,14021,8574,7058,811
TEIXEIRA,PB,13685,9414,7140,1452
TRIUNFO,PB,9624,5854,4750,588
UIRAÚNA,PB,14454,9993,7562,1607
VÁRZEA,PB,2457,2228,1773,300
CODAJÁS,AM,16025,11906,6895,4334
EIRUNEPÉ,AM,29411,14530,10000,3243
COARI,AM,65222,35730,20449,12717
COLORADO DO OESTE,RO,17644,9981,2534,6620
QUIXABA,PE,6875,5184,4481,442
AFOGADOS DA INGAZEIRA,PE,34047,22633,16611,4359
LAGOA DO CARRO,PE,14380,12687,8314,3366
CARPINA,PE,65390,47935,24842,18548
AFRÂNIO,PE,16471,13773,9681,2616
SANTA CRUZ DA BAIXA VERDE,PE,11610,8567,6847,1103
AGRESTINA,PE,21456,16334,11605,3281
CUPIRA,PE,22106,15908,9633,4814
XEXÉU,PE,14224,8279,5405,2054
JOAQUIM NABUCO,PE,15947,10575,7049,2600
ÁGUA PRETA,PE,29508,14729,10183,3318
VERTENTE DO LÉRIO,PE,7500,6032,4493,971
CASINHAS,PE,14103,9566,7151,1403
SANTA CRUZ,PE,13644,9814,8169,1105
OURICURI,PE,63042,37505,29860,4490
ÁGUAS BELAS,PE,37992,24088,17736,4394
ALAGOINHA,PE,14016,9929,8207,973
JUCATI,PE,10500,7716,6100,940
BREJÃO,PE,9341,7653,5845,1206
ENVIRA,AM,16438,7531,5052,1668
DORMENTES,PE,15595,12915,9469,2316
ALIANÇA,PE,34740,21705,14410,5390
CONDADO,PE,23211,16093,10592,4075
ITAQUITINGA,PE,14985,10884,6997,2965
ALTINHO,PE,21782,14091,10070,2695
CARNAUBEIRA DA PENHA,PE,11689,9280,8168,642
AMARAJI,PE,20149,13526,8525,3711
LAGOA GRANDE,PE,21125,16095,12188,2587
ANGELIM,PE,9836,6889,4999,1280
SÃO JOÃO,PE,21011,14319,11519,1683
ARAÇOIABA,PE,16520,13814,9036,3552
ARARIPINA,PE,75878,46163,33659,8091
ARCOVERDE,PE,64863,40251,28252,8763
MANARI,PE,16540,9471,8087,828
INAJÁ,PE,14036,11157,9587,964
BARRA DE GUABIRABA,PE,12694,9184,5545,2886
JATOBÁ,PE,13797,8316,6707,1072
BARREIROS,PE,41748,23494,14124,7283
TAMANDARÉ,PE,18137,15401,9737,4508
RIO FORMOSO,PE,21024,13291,8867,3343
BELÉM DE MARIA,PE,9649,7368,5097,1646
JAQUEIRA,PE,12102,6846,4669,1639
CATENDE,PE,33479,20242,13896,4607
FONTE BOA,AM,19726,11648,8484,2446
BELÉM DO SÃO FRANCISCO,PE,20545,12161,9731,1590
SANTA FILOMENA,PE,13759,9499,7786,1003
BETÂNIA,PE,11548,7156,5894,694
CALUMBI,PE,7577,5554,4657,582
BELO JARDIM,PE,70963,49859,31952,12221
BEZERROS,PE,56629,39215,26340,9262
BODOCÓ,PE,33381,20612,17029,1817
BOM CONSELHO,PE,43397,26190,19475,4457
BOM JARDIM,PE,39023,23150,16549,4636
OROBÓ,PE,21632,16089,11700,2721
BONITO,PE,39111,23623,14778,6728
BREJINHO,PE,7158,5749,4510,716
BREJO DA MADRE DE DEUS,PE,40265,26735,17122,7190
BUENOS AIRES,PE,12962,9288,6638,1812
BUÍQUE,PE,49937,28146,22412,3030
HUMAITÁ,AM,38559,24383,12604,9836
CABROBÓ,PE,28851,20442,15979,2915
CACHOEIRINHA,PE,17421,13698,9528,2840
CABO DE SANTO AGOSTINHO,PE,163139,136496,85327,36821
CAETÉS,PE,25219,13921,11800,1046
CAPOEIRAS,PE,19337,12536,10262,1248
CALÇADO,PE,11337,6276,5071,647
CAMOCIM DE SÃO FÉLIX,PE,15831,11997,8220,2767
SÃO JOAQUIM DO MONTE,PE,20869,14360,9717,3199
CAMUTANGA,PE,7921,5880,3941,1425
SANTA ISABEL DO RIO NEGRO,AM,16921,5571,3824,1253
CANHOTINHO,PE,24218,13278,8878,3163
CARNAÍBA,PE,18345,12051,9908,1322
CEDRO,PE,10240,8146,6720,767
CHÃ DE ALEGRIA,PE,11636,9600,6445,2338
GLÓRIA DO GOITÁ,PE,27397,18154,12606,3791
CHÃ GRANDE,PE,17563,15435,9718,4207
CARUARU,PE,289086,205619,109406,75159
CORRENTES,PE,16330,9440,7593,1178
PALMEIRINA,PE,8487,4746,3635,644
CORTÊS,PE,11616,8419,5666,1972
CUMARU,PE,16388,12620,9008,2525
IPIXUNA,AM,17177,7719,4784,2061
CUSTÓDIA,PE,32157,21358,17684,2222
ESCADA,PE,59850,39300,25712,10034
EXU,PE,30567,21264,17233,2184
FEIRA NOVA,PE,19276,14553,8711,4366
FERREIROS,PE,11002,8265,5547,1939
FLORES,PE,21962,11708,9476,1293
TRIUNFO,PE,15225,10270,8173,1272
ITACOATIARA,AM,84676,55472,33742,17221
FLORESTA,PE,26648,18821,15262,2351
FREI MIGUELINHO,PE,14067,9428,6508,2248
VERTENTES,PE,17021,14318,9414,3673
GAMELEIRA,PE,26281,11474,7427,3112
RIBEIRÃO,PE,38755,22650,14723,6049
GARANHUNS,PE,124996,78560,54269,17690
GRANITO,PE,6593,5628,4547,608
GOIANA,PE,71796,52315,31649,16386
GRAVATÁ,PE,71570,54213,31678,16885
IATI,PE,17733,11039,8795,1312
IBIMIRIM,PE,27261,15350,13032,1474
IBIRAJUBA,PE,7545,5176,3880,827
ITAPIRANGA,AM,9141,6453,3679,2450
IGUARACY,PE,11880,6825,5499,816
IGARASSU,PE,93748,72677,43924,21690
INGAZEIRA,PE,4444,3387,2843,353
IPOJUCA,PE,70070,66935,45294,16142
IPUBI,PE,25718,16553,12744,2325
TRINDADE,PE,24642,17678,12455,3699
ITACURUBA,PE,4097,3567,2965,411
ITAÍBA,PE,26735,14715,11427,1977
ILHA DE ITAMARACÁ,PE,17573,14323,9799,3464
JAPURÁ,AM,5281,3389,1872,1152
ITAPETIM,PE,13849,9372,7253,1417
JATAÚBA,PE,14813,11186,8464,1868
JOÃO ALFREDO,PE,28488,17343,12534,3045
SALGADINHO,PE,7770,7380,5327,1418
JUPI,PE,13628,10121,7953,1296
JUREMA,PE,14760,9153,6641,1598
LAGOA DE ITAENGA,PE,19987,14791,9114,4056
JURUÁ,AM,8658,5324,3019,1706
JABOATÃO DOS GUARARAPES,PE,665387,387274,199085,147224
LAGOA DO OURO,PE,11655,8462,6690,1063
LAGOA DOS GATOS,PE,15967,9098,6728,1656
LAJEDO,PE,33348,24722,16037,6280
LIMOEIRO,PE,55560,37209,24808,8855
MACAPARANA,PE,23078,15458,9459,4407
MACHADOS,PE,11152,7527,5386,1391
MARAIAL,PE,12352,6199,4125,1551
MIRANDIBA,PE,13304,8766,6717,1399
MORENO,PE,52830,40036,23781,11884
NAZARÉ DA MATA,PE,29202,21094,12288,6815
TRACUNHAÉM,PE,12734,9371,6033,2534
OROCÓ,PE,13167,9399,7204,1480
JUTAÍ,AM,17129,9487,6454,2080
OLINDA,PE,391433,258405,140857,91876
PALMARES,PE,56643,31740,20774,8326
PANELAS,PE,24918,15579,11203,2985
QUIPAPÁ,PE,24197,12118,9050,1942
PARANATAMA,PE,11669,8799,6968,1064
PARNAMIRIM,PE,19214,14418,12525,1200
PASSIRA,PE,27910,19874,13871,4199
PAUDALHO,PE,45777,36993,20713,12692
PEDRA,PE,20132,14626,11230,2051
LÁBREA,AM,36909,19173,12010,5785
PESQUEIRA,PE,61337,38770,30404,5516
PETROLÂNDIA,PE,30597,19419,15010,3178
PAULISTA,PE,307284,195450,105562,70659
POÇÃO,PE,11135,7308,5749,919
POMBOS,PE,21810,16977,10207,5066
VITÓRIA DE SANTO ANTÃO,PE,121233,84658,45702,30363
PRIMAVERA,PE,11853,8739,5879,2113
SÃO BENEDITO DO SUL,PE,9790,4950,3466,880
PETROLINA,PE,268339,190832,120083,52261
RIACHO DAS ALMAS,PE,18269,17177,11358,4108
MANACAPURU,AM,82309,57566,30532,22942
SAIRÉ,PE,13709,9524,6208,2266
RECIFE,PE,1533580,1041541,538562,390904
SALGUEIRO,PE,53167,32674,24858,5417
VERDEJANTE,PE,9567,7371,6026,775
SANHARÓ,PE,17627,11868,8811,2047
SALOÁ,PE,15027,9329,7637,929
SANTA CRUZ DO CAPIBARIBE,PE,73680,53119,23517,24637
SANTA MARIA DA BOA VISTA,PE,39626,24081,18836,3481
SANTA MARIA DO CAMBUCÁ,PE,12348,8600,5671,2159
SANTA TEREZINHA,PE,9934,6372,4990,859
SÃO BENTO DO UNA,PE,47230,27740,19472,5927
SÃO CAITANO,PE,34769,24846,17708,4577
MANAUS,AM,1646602,1199927,430562,622846
SÃO JOSÉ DA COROA GRANDE,PE,17090,12207,6724,4567
SÃO JOSÉ DO BELMONTE,PE,32704,20135,16519,2108
SÃO JOSÉ DO EGITO,PE,30469,18547,13915,3213
SÃO LOURENÇO DA MATA,PE,95304,67201,38450,21834
SÃO VICENTE FÉRRER,PE,16598,10963,7814,2176
MANICORÉ,AM,44327,24538,15479,7486
SERRA TALHADA,PE,76198,47850,34867,9239
SERRITA,PE,18228,11567,9692,991
SERTÂNIA,PE,34069,19300,15521,2362
SIRINHAÉM,PE,36414,21002,13019,6157
MOREILÂNDIA,PE,10424,7511,6161,732
SOLIDÃO,PE,5837,4365,3713,441
SURUBIM,PE,53934,38186,24534,10195
TABIRA,PE,25836,16412,13052,2368
MARAÃ,AM,17507,6078,4184,1535
TACAIMBÓ,PE,12095,8156,5771,1478
TACARATU,PE,20552,13523,11169,1480
ITAMBÉ,PE,34944,18973,12712,4600
TAQUARITINGA DO NORTE,PE,21447,17462,9425,6777
TEREZINHA,PE,6496,5025,3870,696
TERRA NOVA,PE,9057,6920,6081,460
TIMBAÚBA,PE,51529,33890,21021,9534
TORITAMA,PE,29897,27495,14495,11140
TUPANATINGA,PE,18913,12469,9516,1713
TUPARETAMA,PE,8257,6432,5347,753
MAUÉS,AM,47020,27296,22284,3705
VENTUROSA,PE,15576,11218,8615,1658
VICÊNCIA,PE,27360,17288,10797,4846
CAMARAGIBE,PE,136381,104582,54184,39415
NHAMUNDÁ,AM,17553,11129,9242,1440
ITAPISSUMA,PE,22852,16044,10730,3879
NOVA OLINDA DO NORTE,AM,29184,14313,10813,2531
ABREU E LIMA,PE,92217,68900,37691,24746
NOVO ARIPUANÃ,AM,18196,9424,6804,2021
PARIPUEIRA,AL,9725,9059,4070,4008
PARINTINS,AM,102044,54995,43220,7930
ÁGUA BRANCA,AL,19316,11403,9509,931
PARICONHA,AL,10209,6710,5663,495
ANADIA,AL,17274,9025,6234,1797
ESTRELA DE ALAGOAS,AL,16694,8265,6284,1077
JEQUIÁ DA PRAIA,AL,11430,6333,3064,2669
ARAPIRACA,AL,202398,121823,59431,48456
ATALAIA,AL,50323,23649,13894,7105
CAMPESTRE,AL,6016,4191,2685,1074
BARRA DE SANTO ANTÔNIO,AL,13731,9717,5358,3400
BARRA DE SÃO MIGUEL,AL,7247,6127,2739,2769
PAUINI,AM,18325,7731,5206,2045
BATALHA,AL,16247,9924,6244,2727
BELÉM,AL,5031,3872,2573,840
BELO MONTE,AL,7238,4640,3192,1006
BOCA DA MATA,AL,25145,14167,7789,4872
CEREJEIRAS,RO,16290,10031,1953,7323
BRANQUINHA,AL,11796,6338,4144,1536
MURICI,AL,25964,14787,8561,4472
MESSIAS,AL,15072,10965,6071,3768
CACIMBINHAS,AL,9843,6185,4189,1310
CAJUEIRO,AL,20076,9791,6053,2643
VIÇOSA,AL,26050,15920,9546,4677
PINDOBA,AL,3126,2418,1515,666
CAMPO ALEGRE,AL,45307,18911,11842,5299
LIMOEIRO DE ANADIA,AL,25484,14786,10494,2926
CAMPO GRANDE,AL,9563,6869,5082,1136
CANAPI,AL,17793,9721,7563,1249
MATA GRANDE,AL,24599,12341,9381,1804
CAPELA,AL,17034,9929,5477,3392
CARNEIROS,AL,8044,5231,3945,726
CHÃ PRETA,AL,6953,4611,3193,909
SANTO ANTÔNIO DO IÇÁ,AM,29249,12695,8905,3027
COITÉ DO NÓIA,AL,10916,6896,5049,1109
COLÔNIA LEOPOLDINA,AL,19363,10812,5517,4190
COQUEIRO SECO,AL,5336,4503,2509,1439
CORURIPE,AL,51027,30151,13085,13371
FELIZ DESERTO,AL,4370,2874,1668,918
DELMIRO GOUVEIA,AL,46599,29536,22645,4486
DOIS RIACHOS,AL,10885,6746,4778,1399
FEIRA GRANDE,AL,21180,13970,9890,2657
SÃO PAULO DE OLIVENÇA,AM,30727,14906,11870,2022
FLEXEIRAS,AL,11928,6454,3001,2685
GIRAU DO PONCIANO,AL,35162,20283,15297,3102
IBATEGUARA,AL,15359,8330,4787,2590
IGACI,AL,25140,14212,10478,2287
TAQUARANA,AL,18157,10850,7684,1986
IGREJA NOVA,AL,22925,13263,9234,2632
SÃO BRÁS,AL,6820,5111,3515,1227
INHAPI,AL,17637,9173,7096,1172
JACARÉ DOS HOMENS,AL,5724,3727,2829,610
JACUÍPE,AL,6883,4413,2904,1107
SILVES,AM,8211,6520,5151,1043
JAPARATINGA,AL,7463,5908,2523,2820
MARAGOGI,AL,25726,17365,6869,8799
JARAMATAIA,AL,5939,3917,2843,702
JOAQUIM GOMES,AL,21735,10862,7065,2685
JUNDIÁ,AL,4569,3537,1999,1138
JUNQUEIRO,AL,24460,16122,9773,4513
TEOTÔNIO VILELA,AL,40291,20479,11951,6197
LAGOA DA CANOA,AL,17889,11932,8047,2722
MAJOR ISIDORO,AL,18811,11359,7253,3012
MARAVILHA,AL,10203,5955,4282,1005
MARECHAL DEODORO,AL,45141,33141,13719,15343
MARIBONDO,AL,13865,8136,4974,2356
MAR VERMELHO,AL,4014,3216,2115,747
TAPAUÁ,AM,19453,9702,4747,4204
MATRIZ DE CAMARAGIBE,AL,24656,13626,5531,6749
MINADOR DO NEGRÃO,AL,5160,3717,2486,793
MONTEIRÓPOLIS,AL,7090,4327,3008,783
MACEIÓ,AL,896965,506821,195714,240053
TEFÉ,AM,62920,33771,20784,10897
NOVO LINO,AL,11903,7281,3437,3075
OLHO D'ÁGUA DAS FLORES,AL,19885,11983,7226,3591
PÃO DE AÇÚCAR,AL,23855,14166,9969,2871
OLHO D'ÁGUA DO CASADO,AL,8139,5496,4522,523
OLHO D'ÁGUA GRANDE,AL,4817,3849,2877,598
OLIVENÇA,AL,10522,6890,4738,1482
SANTANA DO IPANEMA,AL,42296,25554,17568,5469
OURO BRANCO,AL,11049,7157,5283,1252
PALESTINA,AL,4878,3433,2442,600
PALMEIRA DOS ÍNDIOS,AL,70151,41412,24549,12279
PASSO DE CAMARAGIBE,AL,13826,9427,5249,3278
PAULO JACINTO,AL,7534,4740,3113,1105
QUEBRANGULO,AL,11289,7621,5242,1664
PIAÇABUÇU,AL,17466,10144,6446,2806
