MUNICIPIO,ESTADO,POPULACAOESTIMADA,TOTALCOMPARECIMENTOS,VOTOSLULA,VOTOSBOLSONARO
BAIXA GRANDE,BA,20980,11612,7404,2712
BANZAÊ,BA,10865,8292,6093,1417
BARRA DA ESTIVA,BA,20750,16864,11831,3377
IRAMAIA,BA,15134,7222,5246,1339
IBICOARA,BA,15856,11833,7481,3044
BARRA,BA,47755,27918,21605,4079
BARRA DO CHOÇA,BA,32489,22330,16219,3681
BARRA DO MENDES,BA,14054,9876,8342,824
BARRA DO ROCHA,BA,6133,3058,1893,856
BARRO PRETO,BA,6669,4529,3067,959
BARREIRAS,BA,129501,85085,47952,30197
BELMONTE,BA,21479,11713,7605,3057
BELO CAMPO,BA,15262,11849,8326,2386
PIRIPÁ,BA,13515,6946,5044,1182
BIRITINGA,BA,13961,10003,7882,1017
BOA NOVA,BA,16007,9825,7635,1164
BOM JESUS DA SERRA,BA,10295,6894,5533,682
BOA VISTA DO TUPIM,BA,17841,11020,7431,2390
BOM JESUS DA LAPA,BA,62199,37813,27502,7091
SERRA DO RAMALHO,BA,31130,19573,14199,3810
BONITO,BA,13678,9791,7602,1365
BOQUIRA,BA,21856,13449,11221,1212
MACAÚBAS,BA,45958,24754,18376,4006
BOTUPORÃ,BA,11026,7757,5942,1017
IGAPORÃ,BA,14499,10184,8244,1064
BREJÕES,BA,12677,8289,5650,1805
SÃO MIGUEL DAS MATAS,BA,10270,7552,5533,1419
BREJOLÂNDIA,BA,9337,6376,4255,1488
TABOCAS DO BREJO VELHO,BA,12281,8158,6175,1335
SERRA DOURADA,BA,17422,11100,6894,3323
BROTAS DE MACAÚBAS,BA,10922,7745,5567,1430
BRUMADO,BA,62381,41534,26748,10803
BUERAREMA,BA,19956,9635,3581,4907
CAATIBA,BA,10367,4681,2950,1221
CABACEIRAS DO PARAGUAÇU,BA,17502,10956,8637,1285
CACHOEIRA,BA,32252,20982,16317,2805
CACULÉ,BA,21847,14261,9426,3243
IBIASSUCÊ,BA,9507,7124,4542,1777
CAETANOS,BA,12133,7618,6359,701
CAFARNAUM,BA,17402,11378,7945,2392
CAETITÉ,BA,46192,34557,25307,5835
CAIRU,BA,13712,12338,7575,3509
CALDEIRÃO GRANDE,BA,13072,7860,5986,1164
CAMAMU,BA,32172,18241,11053,5118
MARAÚ,BA,17029,11334,8096,2096
CAMAÇARI,BA,220495,158632,96759,41549
CAMPO ALEGRE DE LOURDES,BA,26935,17891,14265,2430
CAMPO FORMOSO,BA,65137,45173,30466,9955
CANÁPOLIS,BA,10577,6870,5233,1115
CANARANA,BA,24436,15786,11925,2569
CANAVIEIRAS,BA,35743,18151,10936,5265
CANDEAL,BA,9019,6329,4651,1165
CANDIBA,BA,12352,8918,6436,1654
CANDEIAS,BA,78618,53040,40234,7471
CÂNDIDO SALES,BA,26727,15421,10433,3599
CANSANÇÃO,BA,32789,22923,18667,2660
CARAÍBAS,BA,10541,6576,4701,1173
CARAVELAS,BA,21150,12135,7646,3387
CARDEAL DA SILVA,BA,8280,5802,4743,500
CARINHANHA,BA,28879,17553,11160,4943
CASTRO ALVES,BA,24437,18031,13961,2701
CASA NOVA,BA,62862,46270,34806,8257
CATOLÂNDIA,BA,3767,3229,2448,559
CATU,BA,48697,33398,23703,5531
PARAMIRIM,BA,20055,12884,9597,2009
CENTRAL,BA,17320,10797,8101,1712
CHORROCHÓ,BA,10571,7027,5651,854
CÍCERO DANTAS,BA,30827,20222,14472,3889
CIPÓ,BA,15063,10710,6813,2849
COARACI,BA,22764,12047,7483,3373
COCOS,BA,17394,12556,8274,3369
CORIBE,BA,14555,9158,6449,1978
CONCEIÇÃO DA FEIRA,BA,19091,14005,10300,2275
SÃO GONÇALO DOS CAMPOS,BA,29205,24677,18612,3719
CONCEIÇÃO DO ALMEIDA,BA,17684,12569,9759,1796
CONCEIÇÃO DO COITÉ,BA,60835,42039,25149,12771
CONDE,BA,22034,13730,10022,2396
ESPLANADA,BA,31118,21151,15551,3640
CONDEÚBA,BA,17004,11304,7264,2659
CORAÇÃO DE MARIA,BA,23161,17973,13803,2528
CORDEIROS,BA,8518,5200,3144,1422
CORONEL JOÃO SÁ,BA,18168,11353,8511,1783
CORRENTINA,BA,31658,20861,14605,4278
COTEGIPE,BA,13663,8986,7011,1499
CRAVOLÂNDIA,BA,5427,3324,2499,444
CRISÓPOLIS,BA,19510,12271,9712,1447
CRISTÓPOLIS,BA,13595,9303,6408,2008
CRUZ DAS ALMAS,BA,54827,40152,25821,10527
CURAÇÁ,BA,32449,20869,15857,3457
DÁRIO MEIRA,BA,12565,6028,4307,1099
DOM BASÍLIO,BA,11087,9358,7535,1097
DOM MACEDO COSTA,BA,3809,3679,2505,823
ELÍSIO MEDRADO,BA,7907,5899,4017,1276
ENCRUZILHADA,BA,22525,11698,7979,2507
ENTRE RIOS,BA,38886,23830,17300,4011
PORTO VELHO,RO,369345,275636,91965,152732
FEIRA DA MATA,BA,6328,4121,2518,1347
EUCLIDES DA CUNHA,BA,56625,37870,29333,5428
FIRMINO ALVES,BA,5577,3810,2440,1025
FLORESTA AZUL,BA,10333,6060,4280,1211
FORMOSA DO RIO PRETO,BA,20845,15315,10304,3774
GANDU,BA,30091,18156,10457,5820
ITAMARI,BA,8468,5016,3213,1300
GENTIO DO OURO,BA,11326,7568,6191,968
XIQUE-XIQUE,BA,45700,27059,19932,4676
GLÓRIA,BA,13879,10290,8601,1004
GONGOGI,BA,6845,3773,2733,730
SANTA LUZIA D'OESTE,RO,9264,4915,1576,2875
FEIRA DE SANTANA,BA,571997,360733,211813,107271
GOVERNADOR MANGABEIRA,BA,19828,13822,10311,2035
MURITIBA,BA,27212,17991,13620,2455
GUANAMBI,BA,76230,54544,33200,15837
GUARATINGA,BA,22621,11721,7501,3047
ITABELA,BA,25821,16519,9517,5503
IAÇU,BA,27835,14934,11194,2362
IBICARAÍ,BA,24752,14413,8693,4322
IBICUÍ,BA,15777,9061,6091,2126
IBIPEBA,BA,16762,11001,8933,1374
SANTA RITA DE CÁSSIA,BA,26135,17264,12689,3102
IBIPITANGA,BA,13841,9260,6614,1919
IBIQUERA,BA,5007,3030,2371,352
IBIRAPITANGA,BA,23197,10429,7057,2314
IBIRAPUÃ,BA,7534,5604,2834,2339
IBIRATAIA,BA,23940,11506,6742,3370
IBITIARA,BA,15802,8554,6185,1542
SEABRA,BA,40543,28467,22880,3430
IBITITÁ,BA,18614,12575,9885,1828
IBOTIRAMA,BA,25292,17183,11580,4392
IGRAPIÚNA,BA,13246,7122,4904,1358
IGUAÍ,BA,27849,13768,8560,3794
ILHÉUS,BA,220144,103819,57891,34109
INHAMBUPE,BA,34388,21208,15361,3554
IPECAETÁ,BA,16055,11417,8782,1617
IPIAÚ,BA,42561,24793,15249,7099
IPUPIARA,BA,8931,6201,4242,1463
OLIVEIRA DOS BREJINHOS,BA,22609,13135,10117,1995
IPIRÁ,BA,60043,36890,26950,5830
IRAJUBA,BA,7215,4555,3328,823
JAGUAQUARA,BA,46641,26342,16757,7060
IRAQUARA,BA,22607,14246,11991,1235
LENÇÓIS,BA,9617,6785,5480,828
IRARÁ,BA,25012,19506,14300,3120
IRECÊ,BA,62676,41617,27833,10016
ITABERABA,BA,59393,39374,26701,8447
ITABUNA,BA,210604,117490,56676,46949
ITACARÉ,BA,24720,14027,9733,3239
ITAGI,BA,13882,7583,4861,1927
ITAETÉ,BA,14154,8066,5413,1969
MUCUGÊ,BA,14131,8057,5150,2044
ITAGIBÁ,BA,16272,9208,5867,2504
ITAGIMIRIM,BA,7049,4486,2838,1172
ITAGUAÇU DA BAHIA,BA,12545,8492,6858,1101
ITAJU DO COLÔNIA,BA,7673,4072,2269,1489
ITAJUÍPE,BA,20343,12975,8235,3499
ITAMARAJU,BA,65327,35523,16691,15716
ITAMBÉ,BA,33687,14508,9489,3594
ITANAGRA,BA,6605,4628,3544,716
MATA DE SÃO JOÃO,BA,37201,32478,23179,5837
ITANHÉM,BA,20636,11058,6510,3401
VEREDA,BA,7174,5341,3406,1459
ITAPARICA,BA,19897,14281,10658,2355
VERA CRUZ,BA,35060,27490,19849,5034
ITAPÉ,BA,11123,6608,4021,1935
ITAPEBI,BA,11520,5872,4103,1265
ITAPETINGA,BA,63243,38580,19052,15715
ITAPITANGA,BA,10106,4656,3198,1084
ITAPICURU,BA,30703,17868,13715,2266
ITAQUARA,BA,7564,4950,3447,1004
ITARANTIM,BA,17615,10737,6164,3658
ITATIM,BA,14569,9503,6357,2210
SANTA TEREZINHA,BA,9914,7605,5612,1257
ITIRUÇU,BA,15764,7574,5136,1653
LAJEDO DO TABOCAL,BA,8591,4624,3430,746
ITIÚBA,BA,35749,21724,14896,4921
ITORORÓ,BA,20165,12562,7555,3782
ITUAÇU,BA,17939,12495,8148,2949
ITUBERÁ,BA,23530,13448,7662,4261
JACARACI,BA,14346,8826,6682,1371
JACOBINA,BA,76463,47895,32313,10729
JAGUARARI,BA,29097,17607,12274,3380
JAGUARIPE,BA,16207,11930,8935,1786
JANDAÍRA,BA,9758,6502,5061,902
JEQUIÉ,BA,145964,93720,55276,27874
JEREMOABO,BA,37431,22645,17545,3240
JIQUIRIÇÁ,BA,13386,8723,6306,1525
JITAÚNA,BA,16839,9529,6397,2108
JUCURUÇU,BA,10599,6486,4189,1583
JUSSARA,BA,14833,10552,8970,806
JUSSIAPE,BA,8465,5560,3899,1070
LAFAIETE COUTINHO,BA,3526,3345,2497,512
JUAZEIRO,BA,230538,130688,82560,37379
LAGOA REAL,BA,13795,8356,6563,974
LAJE,BA,21104,15764,10847,3501
LAJEDINHO,BA,4329,2792,2110,411
LAMARÃO,BA,11988,6004,5014,529
PLANALTINO,BA,8472,5427,4069,787
MARACÁS,BA,34221,16245,11838,2843
PALMEIRAS,BA,8040,6526,5293,760
LAURO DE FREITAS,BA,144492,123303,74506,34005
LICÍNIO DE ALMEIDA,BA,12695,7833,5394,1698
LIVRAMENTO DE NOSSA SENHORA,BA,42146,27108,19654,5168
RIO DE CONTAS,BA,13447,9867,6962,1915
MACAJUBA,BA,11207,7326,5138,1375
MACARANI,BA,16046,9731,5424,3222
MACURURÉ,BA,7779,5255,4209,603
NOVA BRASILÂNDIA D'OESTE,RO,17170,10518,2785,6909
MAIQUINIQUE,BA,8324,5763,3295,1929
MAIRI,BA,19259,10657,7524,1945
MALHADA,BA,16085,10533,7190,2601
MANOEL VITORINO,BA,14262,9919,7707,1392
MARAGOGIPE,BA,42079,27288,20846,4123
SÃO FÉLIX,BA,15302,8422,6548,1061
MARCIONÍLIO SOUZA,BA,10716,5759,4252,956
MASCOTE,BA,16061,6906,4796,1558
MATINA,BA,12322,7622,6273,673
MEDEIROS NETO,BA,21866,14367,8089,5085
MIGUEL CALMON,BA,27213,16065,10530,3942
MILAGRES,BA,11771,7163,5078,1517
MIRANGABA,BA,17474,9734,7212,1690
MIRANTE,BA,9174,5825,4368,948
MORPARÁ,BA,8586,5902,4139,1343
MONTE SANTO,BA,52249,32430,26669,3250
MORRO DO CHAPÉU,BA,34012,20480,14845,3608
MORTUGABA,BA,13905,7027,4080,2184
MUCURI,BA,33143,21940,11502,8540
MULUNGU DO MORRO,BA,13755,8570,7141,739
MUNDO NOVO,BA,23822,11532,8409,1845
MUNIZ FERREIRA,BA,6990,6190,4575,1059
SANTO ANTÔNIO DE JESUS,BA,84256,61481,38506,16698
MUQUÉM DO SÃO FRANCISCO,BA,10096,7410,5581,1415
MUTUÍPE,BA,21181,14041,9398,2933
NAZARÉ,BA,26506,17840,12977,3307
NILO PEÇANHA,BA,12531,7787,5323,1515
NOVA CANAÃ,BA,18829,9311,6842,1598
NOVA FÁTIMA,BA,7674,6162,4316,1182
NOVA ITARANA,BA,7423,4732,3356,922
NOVA REDENÇÃO,BA,8943,4899,4042,508
NOVA SOURE,BA,25697,15947,12760,1707
NOVA VIÇOSA,BA,34623,22534,11154,9335
NOVO TRIUNFO,BA,14153,6230,4727,885
OLINDINA,BA,23791,14930,11800,1907
OURIÇANGAS,BA,7802,5462,4275,556
OUROLÂNDIA,BA,16302,10916,6429,3688
PALMAS DE MONTE ALTO,BA,21107,13932,11048,1715
RIO DO PIRES,BA,11385,6775,5025,1136
PARATINGA,BA,28671,17907,14303,2420
PAU BRASIL,BA,12155,5844,3219,2130
PEDRÃO,BA,7238,4875,4023,430
PAULO AFONSO,BA,101952,64897,48400,11479
SANTA BRÍGIDA,BA,15483,9072,7201,1087
PEDRO ALEXANDRE,BA,17092,7779,6044,885
PIATÃ,BA,18085,12551,8255,2441
PILÃO ARCADO,BA,32844,21461,17063,2785
PINDAÍ,BA,15306,10435,7764,1657
PINDOBAÇU,BA,20312,12493,8299,3235
PIRAÍ DO NORTE,BA,8897,5736,3910,1228
PIRITIBA,BA,24189,11181,7816,2267
PLANALTO,BA,21486,15616,10085,3671
POJUCA,BA,30221,22464,15608,3960
POÇÕES,BA,44759,27874,19564,5613
PONTO NOVO,BA,14820,10486,7707,1775
POTIRAGUÁ,BA,10350,6047,3628,1902
PORTO SEGURO,BA,114459,80006,42686,30911
SANTA CRUZ CABRÁLIA,BA,25110,16698,9702,5469
PRADO,BA,25429,17745,9505,6936
PRESIDENTE DUTRA,BA,13822,9085,7668,915
PRESIDENTE JÂNIO QUADROS,BA,14803,7804,5966,1107
PRESIDENTE TANCREDO NEVES,BA,22684,17274,11142,4134
QUEIMADAS,BA,27186,16740,11741,3463
QUIJINGUE,BA,27068,14880,11319,2084
REMANSO,BA,38004,24785,19164,3628
RETIROLÂNDIA,BA,11938,10203,7564,1669
RIACHÃO DO JACUÍPE,BA,32522,22887,17622,3160
RIACHÃO DAS NEVES,BA,22528,14829,10976,2878
RIACHO DE SANTANA,BA,29425,18557,14802,2211
RIBEIRA DO AMPARO,BA,14101,9311,7075,1250
RIBEIRA DO POMBAL,BA,47400,33819,24152,6613
RIBEIRÃO DO LARGO,BA,14297,6193,4371,1280
RIO DO ANTÔNIO,BA,15096,8522,6416,1322
RIO REAL,BA,36169,22259,14650,4857
RODELAS,BA,7023,6056,4823,893
RUY BARBOSA,BA,29358,18282,12842,3580
SALINAS DA MARGARIDA,BA,13090,11277,8823,1477
SANTA BÁRBARA,BA,19440,15824,11958,2542
SANTA CRUZ DA VITÓRIA,BA,6386,3401,2005,1011
SANTA INÊS,BA,10564,5910,4649,748
SANTALUZ,BA,33633,25090,17348,5101
SANTA MARIA DA VITÓRIA,BA,40571,24446,16657,5607
SANTANA,BA,25947,16377,11374,3723
SANTANÓPOLIS,BA,9199,7258,5558,974
SANTO AMARO,BA,58028,39040,30223,4727
SÃO DESIDÉRIO,BA,25158,20249,13454,5373
SÃO DOMINGOS,BA,8818,5808,3994,1212
VALENTE,BA,21512,17188,10518,4584
SÃO FELIPE,BA,20265,13524,9723,2534
SÃO FÉLIX DO CORIBE,BA,12815,9829,5909,2993
SÃO FRANCISCO DO CONDE,BA,29829,26835,20955,3343
SÃO JOSÉ DO JACUÍPE,BA,10477,6292,4379,1127
SALVADOR,BA,2892625,1627906,1022728,367452
SÃO SEBASTIÃO DO PASSÉ,BA,40321,27876,22275,3069
SAPEAÇU,BA,16518,12736,9300,2120
SÁTIRO DIAS,BA,18104,10339,7526,1671
SAUBARA,BA,11051,9973,7339,1689
SAÚDE,BA,11866,6865,4932,1252
NOVO HORIZONTE,BA,10304,7603,5571,1373
SEBASTIÃO LARANJEIRAS,BA,10712,5607,3931,1167
SENHOR DO BONFIM,BA,72511,41726,25238,11990
SENTO SÉ,BA,36517,22900,16270,5064
SÍTIO DO MATO,BA,12567,8641,6333,1730
SERRA PRETA,BA,15149,13542,10663,1770
SERRINHA,BA,71383,51235,35341,10496
SERROLÂNDIA,BA,12120,8361,5486,1938
SIMÕES FILHO,BA,109269,70532,46408,15715
SOUTO SOARES,BA,18013,11161,9615,895
TANHAÇU,BA,19591,13505,9641,2653
TANQUINHO,BA,7589,6123,4621,1087
TAPEROÁ,BA,18217,10698,7509,2035
TAPIRAMUTÁ,BA,17254,8368,6230,1155
TEODORO SAMPAIO,BA,8306,5554,4580,463
TEOLÂNDIA,BA,12429,9282,6679,1755
TERRA NOVA,BA,12310,8228,6246,1089
TREMEDAL,BA,18483,11094,8036,1902
UAUÁ,BA,24662,17109,13638,1999
TUCANO,BA,48740,31477,23420,5309
UBAÍRA,BA,20708,12410,8187,2948
UBAITABA,BA,20478,10649,6278,3310
UBATÃ,BA,24791,9279,5618,2674
UIBAÍ,BA,13719,9766,7339,1644
UMBURANAS,BA,16081,8918,5932,2182
UNA,BA,25277,11870,6485,3911
URANDI,BA,15822,10225,7707,1749
URUÇUCA,BA,22070,13818,7916,4617
UTINGA,BA,19229,9777,7225,1705
VALENÇA,BA,84931,50209,30478,13254
MACHADINHO D'OESTE,RO,31475,16522,4730,10612
VÁRZEA DO POÇO,BA,8569,5401,3717,1152
VARZEDO,BA,9054,7219,5045,1554
WAGNER,BA,8610,5318,3884,969
WENCESLAU GUIMARÃES,BA,23985,12101,8064,2834
VITÓRIA DA CONQUISTA,BA,308204,211323,111892,73828
LAPÃO,BA,25557,18317,13753,3301
MADRE DE DEUS,BA,15432,13199,9982,2151
MAETINGA,BA,8793,4622,3289,767
MANSIDÃO,BA,11694,7082,5517,1021
NORDESTINA,BA,12172,6822,5163,1060
PÉ DE SERRA,BA,14160,9535,5988,2413
PINTADAS,BA,10551,6507,3893,1929
RAFAEL JAMBEIRO,BA,23107,13789,9704,2680
SANTA LUZIA,BA,15184,6412,4055,1708
SÃO GABRIEL,BA,18468,12955,10764,1320
SÍTIO DO QUINTO,BA,14069,7667,5885,1075
TANQUE NOVO,BA,15745,10822,8433,1409
SÃO JOSÉ DA VITÓRIA,BA,6095,3783,2139,1266
TEIXEIRA DE FREITAS,BA,118702,81693,38327,35936
VÁRZEA NOVA,BA,13949,8070,5571,1613
NOVA IBIÁ,BA,6871,3832,2354,1120
VÁRZEA DA ROÇA,BA,14479,8396,5830,1477
SOBRADINHO,BA,21315,15301,11129,3023
WANDERLEY,BA,12982,8461,5814,2201
ALFREDO VASCONCELOS,MG,5900,4896,2617,1564
ABADIA DOS DOURADOS,MG,6556,4606,2228,1869
ARAPORÃ,MG,6113,5071,2412,2192
ABAETÉ,MG,22474,14188,6119,6504
BRASILÂNDIA DE MINAS,MG,12821,8963,5056,3294
ABRE CAMPO,MG,12867,9157,5004,3139
GOIANÉSIA DO PARÁ,PA,27166,16281,9008,6085
CAPITÃO ANDRADE,MG,4801,2779,1264,1224
ACAIACA,MG,4056,2661,1702,665
CARNEIRINHO,MG,8859,6100,3032,2637
AÇUCENA,MG,11127,5593,3124,1856
CATUJI,MG,6597,6183,4249,1290
ITAIPÉ,MG,11497,6226,3935,1493
ÁGUA BOA,MG,16435,7754,4612,2418
DIVISA ALEGRE,MG,5793,4334,2522,1262
ÁGUA COMPRIDA,MG,2093,1815,744,923
DIVISÓPOLIS,MG,7852,5972,3638,1658
AGUANIL,MG,4054,3167,1500,1235
ABAETETUBA,PA,132222,99959,70766,22267
DURANDÉ,MG,6932,5045,2740,1825
ÁGUAS FORMOSAS,MG,18518,11329,6083,4075
ENTRE FOLHAS,MG,4931,4697,2305,1983
ÁGUAS VERMELHAS,MG,12674,6689,4265,1601
FERVEDOURO,MG,10261,6608,3598,2310
AIMORÉS,MG,24232,14150,6036,6976
TAILÂNDIA,PA,64281,40305,20617,16644
FRANCISCÓPOLIS,MG,5664,3387,2233,819
AIURUOCA,MG,6099,3932,1914,1545
ICARAÍ DE MINAS,MG,10331,6232,4313,1505
ALAGOA,MG,2825,1927,606,1091
IPABA,MG,14844,9091,4269,4092
IPATINGA,MG,238397,139336,45780,79836
ALBERTINA,MG,2872,2625,787,1584
JAÍBA,MG,30386,19222,11109,6511
ALÉM PARAÍBA,MG,33495,21703,11319,8227
ACARÁ,PA,47923,37614,24143,9994
JAMPRUCA,MG,4926,3057,1996,781
JUATUBA,MG,19528,18509,8266,7648
ALFENAS,MG,71628,46752,17911,23422
ALMENARA,MG,36907,21984,14645,5235
LAGOA GRANDE,MG,8660,5758,3137,2159
ALPERCATA,MG,7007,4580,2412,1772
LIMEIRA DO OESTE,MG,6492,4980,2666,1964
ALPINÓPOLIS,MG,17821,12392,5271,5736
LONTRA,MG,7979,5904,4112,1247
ALTEROSA,MG,13286,9891,4127,4829
MAMONAS,MG,6247,4671,3049,1190
ALTO RIO DOCE,MG,12657,7548,5052,1602
MATA VERDE,MG,7458,5156,2780,1801
ALVARENGA,MG,4558,3406,1823,1369
MATIAS CARDOSO,MG,10270,5107,3428,1209
MONTEZUMA,MG,7259,4250,2587,1060
ALVINÓPOLIS,MG,15251,10299,6437,2662
ALVORADA DE MINAS,MG,3482,2889,2016,542
SERRO,MG,20862,12107,8131,2573
NAQUE,MG,5885,4051,2186,1491
BOM JESUS DO TOCANTINS,PA,13145,8705,4541,3477
AMPARO DO SERRA,MG,5245,3634,2551,710
NOVO ORIENTE DE MINAS,MG,10327,5865,3836,1334
PALMÓPOLIS,MG,7041,4115,2737,848
ANDRADAS,MG,34956,23147,7031,12985
JACUTINGA,MG,20389,14512,3684,9237
IBITIÚRA DE MINAS,MG,3382,2958,802,1803
CACHOEIRA DE PAJEÚ,MG,9089,5019,3231,1287
PEDRAS DE MARIA DA CRUZ,MG,10976,5589,4137,1064
ANDRELÂNDIA,MG,12035,7376,3718,2544
PERIQUITO,MG,7030,4854,2485,2018
AFUÁ,PA,31183,21187,12781,5785
ANTÔNIO CARLOS,MG,11172,7756,4576,2134
PONTO DOS VOLANTES,MG,10976,6438,4059,1592
ANTÔNIO DIAS,MG,9435,6757,3493,2440
RIACHINHO,MG,8126,4204,2589,1245
ANTÔNIO PRADO DE MINAS,MG,1962,1513,842,536
ARAÇAÍ,MG,2384,1974,1048,657
SANTA BÁRBARA DO LESTE,MG,7451,5677,2611,2413
SÃO JOÃO DE PIRABAS,PA,18919,13939,9210,3592
SANTA RITA DE MINAS,MG,5787,4769,2113,2130
ARAÇUAÍ,MG,36083,19273,11978,5565
SANTANA DO PARAÍSO,MG,22765,18000,6817,9595
SÃO JOÃO DA LAGOA,MG,4729,3733,2616,776
ARAGUARI,MG,106403,69072,24703,36783
ARANTINA,MG,2544,2200,1386,538
SÃO JOÃO DO MANHUAÇU,MG,9394,7293,3356,3460
ALENQUER,PA,52661,33164,15865,14421
CURUÁ,PA,11928,8749,6322,1803
ARAPONGA,MG,8029,5349,3575,1045
SÃO JOÃO DO MANTENINHA,MG,4855,3775,1822,1636
ARAPUÁ,MG,2699,2481,828,1333
SÃO JOÃO DO PACUÍ,MG,4003,2920,2090,535
ARAÚJOS,MG,7201,5336,2003,2705
SÃO JOSÉ DA LAPA,MG,17900,16206,6766,7307
SARZEDO,MG,23282,20516,8277,9481
ARAXÁ,MG,87764,63155,25928,28343
TUCUMÃ,PA,26513,20352,6862,12354
ARCEBURGO,MG,7994,5900,2275,2843
ARCOS,MG,34763,26026,10064,11953
SENADOR AMARAL,MG,5051,4370,1736,2191
AREADO,MG,13181,8966,3335,4467
UBAPORANGA,MG,12060,7924,3255,3909
ARGIRITA,MG,2995,2318,1531,607
URUCUIA,MG,11376,5414,3240,1665
ARINOS,MG,17592,9646,5555,3210
ALMEIRIM,PA,30903,17679,11781,4798
VARGEM ALEGRE,MG,6594,4321,2249,1734
ASTOLFO DUTRA,MG,12510,8700,4266,3665
JOSENÓPOLIS,MG,4440,2239,1554,475
ATALÉIA,MG,15078,7268,4672,1966
LADAINHA,MG,16479,8062,5277,1697
PAVÃO,MG,8868,5141,3252,1376
JUVENÍLIA,MG,6050,3838,2438,1049
AUGUSTO DE LIMA,MG,4589,2887,1589,977
JOAQUIM FELÍCIO,MG,3937,2966,1563,1019
LEME DO PRADO,MG,4930,2923,1980,620
BAEPENDI,MG,18016,12195,4084,6702
LUISBURGO,MG,6276,4410,1647,2227
BALDIM,MG,8274,5574,2670,2160
LUISLÂNDIA,MG,6432,4576,3633,676
BAMBUÍ,MG,21850,14478,7173,5532
MÁRIO CAMPOS,MG,11421,9983,4270,4297
BANDEIRA,MG,5337,3242,2329,515
MÃE DO RIO,PA,27614,19538,10003,7738
MARTINS SOARES,MG,6338,6077,3185,2388
BANDEIRA DO SUL,MG,5106,3901,1468,1976
POÇOS DE CALDAS,MG,144386,92152,34243,45508
MIRAVÂNIA,MG,4708,2622,1833,506
MONTE FORMOSO,MG,4709,3252,2233,639
BARÃO DE COCAIS,MG,26421,19767,10079,6613
BARÃO DE MONTE ALTO,MG,5656,4311,2663,1297
NATALÂNDIA,MG,3271,2400,1430,789
ALTAMIRA,PA,92105,65093,23403,36642
BARBACENA,MG,122377,79994,40846,28281
NINHEIRA,MG,10414,5608,3306,1381
BARRA LONGA,MG,6965,4396,2971,942
NOVA BELÉM,MG,3629,2343,1219,911
MANTENA,MG,26721,15481,5990,8098
TRÊS MARIAS,MG,26431,18166,8462,7792
NOVORIZONTE,MG,4899,3474,1921,1084
BARROSO,MG,19352,13759,7390,4459
DORES DE CAMPOS,MG,9276,7021,3112,2765
NOVA PORTEIRINHA,MG,7358,4714,2870,1431
BELA VISTA DE MINAS,MG,9968,6530,3902,1889
BELMIRO BRAGA,MG,3067,2447,1532,694
ORATÓRIOS,MG,4385,3479,2440,671
ORIZÂNIA,MG,6771,4983,2648,1881
BELO ORIENTE,MG,21369,14862,7341,6172
PADRE CARVALHO,MG,5828,3173,2098,776
BELO VALE,MG,7267,6534,3569,2132
PAI PEDRO,MG,5979,3939,2774,754
BERILO,MG,13214,6877,4779,1323
PATIS,MG,5346,3836,2976,610
BERTÓPOLIS,MG,4588,3416,2275,824
PEDRA BONITA,MG,6474,4806,2148,2163
PIEDADE DE CARATINGA,MG,6444,5876,2556,2772
BIAS FORTES,MG,3880,2944,1960,626
BICAS,MG,13638,8951,4428,3470
ANAJÁS,PA,24942,15780,7161,6827
PINTÓPOLIS,MG,7727,4265,2932,918
BIQUINHAS,MG,2592,1971,958,772
PONTO CHIQUE,MG,4046,2630,1961,436
BETIM,MG,415098,247489,106684,105877
REDUTO,MG,6344,4486,2265,1846
BOA ESPERANÇA,MG,37801,24351,10777,10598
BOCAINA DE MINAS,MG,5034,3530,1782,1280
SANTA BÁRBARA DO MONTE VERDE,MG,2796,2612,1522,819
BOCAIÚVA,MG,44657,28328,18720,6950
SANTA LUZIA DO PARÁ,PA,18123,13794,9564,3070
SANTA CRUZ DE MINAS,MG,7347,5309,2137,2378
SANTA CRUZ DE SALINAS,MG,5192,2988,2226,391
BOM DESPACHO,MG,42260,30238,9517,16473
BOM JARDIM DE MINAS,MG,6481,4635,2531,1485
SANTA HELENA DE MINAS,MG,5892,3834,2551,814
BOM JESUS DA PENHA,MG,3787,2827,974,1457
SANTO ANTÔNIO DO RETIRO,MG,6817,4547,2919,1075
BOM JESUS DO AMPARO,MG,5412,4020,2229,1219
SÃO DOMINGOS DAS DORES,MG,5232,4136,1812,1871
IAPU,MG,10851,7194,3308,3295
BOM JESUS DO GALHO,MG,15198,9269,4759,3618
CARATINGA,MG,81731,48056,20672,22023
SÃO FÉLIX DE MINAS,MG,3387,2443,1226,981
BOM REPOUSO,MG,10482,7520,3431,3206
SÃO GERALDO DO BAIXIO,MG,3253,2284,1169,905
BOM SUCESSO,MG,17194,11174,5379,4212
SANTO ANTÔNIO DO AMPARO,MG,17255,11741,7140,3156
SÃO JOÃO DAS MISSÕES,MG,10769,7094,5008,1441
BONFIM,MG,6715,5565,2756,1850
PALESTINA DO PARÁ,PA,7156,4610,2651,1687
BELO HORIZONTE,MG,2412937,1570361,638002,699105
ANANINDEUA,PA,484278,287652,126428,121572
SÃO JOAQUIM DE BICAS,MG,22214,16769,8235,6394
BONFINÓPOLIS DE MINAS,MG,5828,3588,1996,1260
