MUNICIPIO,ESTADO,POPULACAOESTIMADA,TOTALCOMPARECIMENTOS,VOTOSLULA,VOTOSBOLSONARO
CATAGUASES,MG,75942,41375,23298,13514
CATAS ALTAS DA NORUEGA,MG,3665,3025,1913,759
CAXAMBU,MG,21566,13075,6106,5246
CEDRO DO ABAETÉ,MG,1150,943,432,390
BELÉM,PA,1506420,882149,392207,370564
CENTRAL DE MINAS,MG,7059,4004,1860,1812
CENTRALINA,MG,10343,5547,3480,1649
BONITO,PA,16769,10150,6710,2428
CHÁCARA,MG,3216,3069,1725,1070
CHALÉ,MG,5695,3765,1905,1587
LAJINHA,MG,19914,12652,5796,5706
CHAPADA DO NORTE,MG,15334,5763,4354,749
CHIADOR,MG,2657,2405,1179,966
ULIANÓPOLIS,PA,62286,14928,7409,6704
CIPOTÂNEA,MG,6811,3931,2362,1001
CLARAVAL,MG,4873,3663,1087,2286
CLARO DOS POÇÕES,MG,7478,5883,3174,2045
CLÁUDIO,MG,29093,17892,5357,9597
COIMBRA,MG,7631,5287,2999,1507
COLUNA,MG,8810,4598,2790,1217
COMENDADOR GOMES,MG,3128,2098,874,1068
BRAGANÇA,PA,130122,70416,40248,22673
COMERCINHO,MG,6624,4683,3386,805
NOVA MAMORÉ,RO,32184,13176,2978,9483
CONCEIÇÃO DA APARECIDA,MG,10351,6424,2894,2890
CONCEIÇÃO DAS PEDRAS,MG,2814,2177,933,829
CONCEIÇÃO DAS ALAGOAS,MG,28782,15127,8176,5793
CONCEIÇÃO DE IPANEMA,MG,4581,3294,1830,1238
CONCEIÇÃO DO MATO DENTRO,MG,17438,13282,8367,3255
CONCEIÇÃO DO PARÁ,MG,5558,4020,1329,2249
CONCEIÇÃO DO RIO VERDE,MG,13729,7982,4281,2761
CONCEIÇÃO DOS OUROS,MG,11852,7330,2440,3801
CONGONHAL,MG,12209,7093,2418,3795
CONGONHAS,MG,55836,35112,16486,13048
BREVES,PA,104280,54296,31963,17687
CONGONHAS DO NORTE,MG,5047,2961,1952,561
CONQUISTA,MG,6997,4131,1936,1717
UBERABA,MG,340277,186127,79118,84123
TERRA SANTA,PA,19063,10918,6114,4076
CONSELHEIRO LAFAIETE,MG,130584,81117,40769,27796
CONSELHEIRO PENA,MG,22975,11789,4790,5868
CONSOLAÇÃO,MG,1786,1421,600,625
COQUEIRAL,MG,9099,5975,2551,2664
BUJARU,PA,29717,17916,11878,4647
CORAÇÃO DE JESUS,MG,26620,15586,10933,3200
CORDISBURGO,MG,8903,5619,2914,2096
CORDISLÂNDIA,MG,3546,2148,1110,799
CORINTO,MG,23607,14057,7866,4774
NOVO PROGRESSO,PA,25769,16372,2830,12824
COROACI,MG,9897,5799,3145,1909
COROMANDEL,MG,27958,18439,7080,9176
CORONEL MURTA,MG,9209,5361,3786,1066
CORONEL FABRICIANO,MG,110709,61975,24069,31812
CACHOEIRA DO ARARI,PA,24355,14307,10686,2520
CONTAGEM,MG,673849,379180,151516,171682
CORONEL PACHECO,MG,3095,2350,1247,820
CORONEL XAVIER CHAVES,MG,3448,2427,1396,669
CÓRREGO DANTA,MG,3168,2279,1016,1050
CÓRREGO DO BOM JESUS,MG,3685,3253,1290,1484
CÓRREGO NOVO,MG,2688,2675,1657,813
COUTO DE MAGALHÃES DE MINAS,MG,4436,2744,1938,477
CRISTAIS,MG,13060,6667,3007,2813
VITÓRIA DO XINGU,PA,15421,11618,5454,5312
CRISTÁLIA,MG,5992,3618,2467,769
CRISTIANO OTONI,MG,5161,3573,1552,1438
OURO BRANCO,MG,40220,25667,12040,10077
CRISTINA,MG,10211,6332,2336,3102
CRUCILÂNDIA,MG,5072,4201,1806,1779
CRUZEIRO DA FORTALEZA,MG,3651,3175,1319,1580
CRUZÍLIA,MG,15529,10056,5206,3622
CAMETÁ,PA,140814,83909,61121,17289
CURVELO,MG,81085,45916,22255,17830
INIMUTABA,MG,7605,5033,2855,1658
DATAS,MG,5431,3723,2603,678
DELFIM MOREIRA,MG,8007,6535,2479,3168
NOVO REPARTIMENTO,PA,78488,33329,14140,17086
DELFINÓPOLIS,MG,7146,4572,1947,2152
DESCOBERTO,MG,5044,3335,1811,1070
SÃO JOÃO NEPOMUCENO,MG,26530,16301,7670,6550
DESTERRO DE ENTRE RIOS,MG,7266,4983,1718,2336
CAPANEMA,PA,69828,43171,24307,14809
DIAMANTINA,MG,47924,28448,17923,7167
DIOGO DE VASCONCELOS,MG,3779,2991,2089,524
DIONÍSIO,MG,7493,4900,2686,1701
DIVINO,MG,20020,11789,6492,4288
DIVINO DAS LARANJEIRAS,MG,4969,3186,1475,1392
DIVINOLÂNDIA DE MINAS,MG,7655,4236,2310,1372
DIVISA NOVA,MG,6039,3879,1901,1596
DIVINÓPOLIS,MG,242505,140162,56433,65572
SÃO GONÇALO DO PARÁ,MG,12776,7260,3023,3199
BREU BRANCO,PA,68597,23115,12627,8732
DOM CAVATI,MG,5025,3207,1418,1491
ENGENHEIRO CALDAS,MG,11268,5131,2506,2133
DOM JOAQUIM,MG,4436,3026,1807,843
DOM SILVÉRIO,MG,5227,3467,2124,872
DOM VIÇOSO,MG,2992,2421,1039,1099
CAPITÃO POÇO,PA,54545,34143,20487,10818
DORES DE GUANHÃES,MG,5139,3714,2174,1103
DORES DO INDAIÁ,MG,13373,7681,2859,3960
QUARTEL GERAL,MG,3603,3139,1673,1086
SÃO DOMINGOS DO ARAGUAIA,PA,25945,12146,6668,4571
DORES DO TURVO,MG,4202,3977,2333,1206
DOURADOQUARA,MG,1915,1633,885,567
ELÓI MENDES,MG,28556,16008,5835,8197
FERNANDES TOURINHO,MG,3500,2170,996,939
TARUMIRIM,MG,14280,7699,3863,3138
CASTANHAL,PA,205667,115076,49819,52329
ENGENHEIRO NAVARRO,MG,7240,4560,3105,1006
ENTRE RIOS DE MINAS,MG,15458,10018,5116,3389
ERVÁLIA,MG,19019,12964,7731,3251
NOVA ESPERANÇA DO PIRIÁ,PA,21519,12276,6643,4689
ESPERA FELIZ,MG,25287,13772,6793,5614
ESMERALDAS,MG,72512,41224,20127,15575
ESPINOSA,MG,31603,18186,11336,5243
ESPÍRITO SANTO DO DOURADO,MG,4728,3873,1813,1571
MACHADO,MG,42682,24198,8618,12836
ESTIVA,MG,11416,7683,3016,3541
ESTRELA DALVA,MG,2308,2158,1275,678
ESTRELA DO INDAIÁ,MG,3483,2161,988,929
EUGENÓPOLIS,MG,11383,7924,3846,3386
CHAVES,PA,24175,10211,6321,2771
EWBANK DA CÂMARA,MG,3932,3452,2228,953
CABIXI,RO,5067,3592,1136,2206
ABEL FIGUEIREDO,PA,7536,4244,2377,1563
EXTREMA,MG,37649,28303,11200,13154
FARIA LEMOS,MG,3202,2546,1494,819
FELÍCIO DOS SANTOS,MG,4656,3337,1898,908
SÃO GONÇALO DO RIO PRETO,MG,3178,2116,1480,339
COLARES,PA,12175,9181,6411,1864
FELISBURGO,MG,7548,3607,2356,772
FELIXLÂNDIA,MG,15528,8681,4686,2890
FERROS,MG,9576,6183,3847,1573
FLORESTAL,MG,7602,5291,2436,2086
FORMOSO,MG,9810,4471,2632,1430
FORMIGA,MG,67956,43052,14754,21644
FORTALEZA DE MINAS,MG,4460,2342,920,1088
FORTUNA DE MINAS,MG,2986,2271,1330,719
CUMARU DO NORTE,PA,14044,5414,1962,3206
FRANCISCO BADARÓ,MG,10311,4599,3024,1023
FRANCISCO DUMONT,MG,5268,2882,1663,911
FREI GASPAR,MG,5858,3897,2475,1052
CONCEIÇÃO DO ARAGUAIA,PA,48115,24492,10211,12079
FLORESTA DO ARAGUAIA,PA,20742,11034,4922,5381
FREI INOCÊNCIO,MG,9716,4935,2694,1796
FRONTEIRA,MG,18866,7910,4099,3218
FRUTAL,MG,60508,30841,12801,15115
FUNILÂNDIA,MG,4434,3869,1645,1704
TERRA ALTA,PA,11971,8767,5480,2552
GALILÉIA,MG,6764,3749,1824,1677
GONÇALVES,MG,4360,3032,987,1523
GONZAGA,MG,6184,3132,1716,987
GOUVEIA,MG,11811,7900,5053,1878
CURRALINHO,PA,35530,18561,13871,3556
GRÃO MOGOL,MG,15943,8332,5697,1759
GRUPIARA,MG,1386,1294,596,574
GUANHÃES,MG,34818,17418,8763,6333
GOVERNADOR VALADARES,MG,282164,152959,53339,84540
GUAPÉ,MG,14269,8306,2881,4537
GUARACIABA,MG,10307,6051,3851,1380
SANTA CRUZ DO ESCALVADO,MG,4693,4081,2694,999
GUARANÉSIA,MG,19014,11757,6312,4027
GUARANI,MG,8926,5474,3405,1538
GUARARÁ,MG,3755,2788,1425,1042
CURUÇÁ,PA,41093,26486,17963,6246
GUARDA-MOR,MG,6558,4374,2025,1957
GUIDOVAL,MG,7026,5260,2975,1704
GUAXUPÉ,MG,52234,29817,13672,12288
GUIMARÂNIA,MG,8168,5337,2281,2382
GUIRICEMA,MG,8296,5946,3398,1837
GURINHATÃ,MG,5516,3473,1609,1559
IPIAÇU,MG,4229,2393,1415,793
HELIODORA,MG,6623,4198,2078,1481
IBERTIOGA,MG,4999,3894,2595,869
BANNACH,PA,3239,2213,848,1238
IBIAÍ,MG,8478,4469,3233,862
IBIÁ,MG,25511,12651,6019,5317
IBIRACI,MG,14128,7080,2836,3637
FARO,PA,6949,5081,3988,883
IBIRITÉ,MG,184030,101610,46074,41359
IBITURUNA,MG,3003,1835,868,715
NOVA IPIXUNA,PA,17027,8654,4272,3577
MARABÁ,PA,287664,142090,62397,68175
IGARAPÉ,MG,44561,25239,10933,10839
IGARATINGA,MG,11146,6569,2678,3191
IGUATAMA,MG,7901,4999,2573,1932
IJACI,MG,6667,4520,2006,1689
ILICÍNEA,MG,12511,7773,3793,3241
INCONFIDENTES,MG,7387,5117,2083,2458
INDIANÓPOLIS,MG,7009,3926,2042,1537
INGAÍ,MG,2785,2135,1148,718
INHAPIM,MG,24020,14096,6091,6787
GURUPÁ,PA,34127,17593,12035,4414
INHAÚMA,MG,6352,4619,2215,1843
IPANEMA,MG,20133,11407,5372,5008
PLACAS,PA,32325,10404,3556,6104
RURÓPOLIS,PA,52473,14382,5410,7831
ITUIUTABA,MG,105818,58898,31547,22028
IPUIÚNA,MG,10156,6306,2641,3003
IRAÍ DE MINAS,MG,7067,4991,2218,2393
IGARAPÉ-AÇU,PA,39234,25236,16956,5923
ITABIRA,MG,121717,74681,35025,27203
ITABIRINHA,MG,11637,6051,2906,2575
ITACAMBIRA,MG,5447,3512,2624,581
ITABIRITO,MG,52996,34562,16176,12009
ITACARAMBI,MG,18175,9368,6166,2292
ITAGUARA,MG,13510,8827,3502,3602
MARITUBA,PA,135812,69755,34111,27552
ITAMARANDIBA,MG,35130,19260,10799,5899
ITAJUBÁ,MG,97782,55261,17222,30471
WENCESLAU BRAZ,MG,2543,2405,981,1107
ITAMARATI DE MINAS,MG,4395,2927,1709,937
IGARAPÉ-MIRI,PA,63367,41682,25116,13133
ITAMBACURI,MG,23207,12229,7693,3338
ITAMBÉ DO MATO DENTRO,MG,2032,2018,1221,501
ITAMOGI,MG,10122,7118,2982,3225
ITAMONTE,MG,15844,9468,3371,4854
ITANHANDU,MG,15511,9923,4072,4431
ITANHOMI,MG,12259,7068,3692,2694
ITAOBIM,MG,20997,11674,6506,4077
ITAPAGIPE,MG,15511,7875,3417,3663
TRACUATEUA,PA,31549,19412,14326,3662
ITAPECERICA,MG,21760,14513,7222,5360
ITATIAIUÇU,MG,11354,8334,3008,4210
INHANGAPI,PA,12009,7689,4409,2509
ITAÚNA,MG,94455,57226,17554,31636
ITAVERAVA,MG,5321,4658,2591,1400
ITINGA,MG,15053,7749,5667,1445
ITUETA,MG,6074,3751,1287,2158
QUATIPURU,PA,13794,7500,5259,1673
ITUMIRIM,MG,5978,4748,2304,1660
ITURAMA,MG,40101,22645,11617,9239
ITUTINGA,MG,3749,2981,1716,907
JABOTICATUBAS,MG,20683,11936,5715,4555
IRITUIA,PA,32639,21121,14636,4612
JACINTO,MG,12320,6537,4028,1866
JACUÍ,MG,7695,5247,1463,3068
JAGUARAÇU,MG,3151,2496,1110,1161
JANAÚBA,MG,72374,40823,21150,15529
JAPARAÍBA,MG,4418,2922,1241,1225
JANUÁRIA,MG,67958,34675,24340,7098
CANAÃ DOS CARAJÁS,PA,39103,35124,12558,20321
PARAUAPEBAS,PA,218787,144368,55146,78203
JEQUERI,MG,12246,7701,4797,1930
JEQUITAÍ,MG,7407,4499,3006,1021
JEQUITIBÁ,MG,5203,4635,2092,1930
JEQUITINHONHA,MG,25555,12417,8828,2462
JESUÂNIA,MG,4774,3313,1402,1477
ITAITUBA,PA,101541,57484,20800,32445
JOAÍMA,MG,15476,7128,4988,1379
JOANÉSIA,MG,4382,3566,1857,1287
ANAPU,PA,29312,16534,6283,9288
PACAJÁ,PA,49110,21372,8211,11557
JOÃO MONLEVADE,MG,80903,47815,21601,19501
JOÃO PINHEIRO,MG,47990,28202,12791,13036
JORDÂNIA,MG,10872,5396,3128,1694
ITUPIRANGA,PA,53439,24345,14322,8472
NOVA UNIÃO,MG,5739,4261,2309,1354
JURAMENTO,MG,4359,3372,2202,859
MONTES CLAROS,MG,417478,233888,104190,100011
JURUAIA,MG,10795,7366,2633,3907
LAGAMAR,MG,7588,4956,2125,2369
LAGOA DA PRATA,MG,53236,28483,10022,14777
JUIZ DE FORA,MG,577532,332299,167048,121945
LAGOA DOS PATOS,MG,4062,2638,1524,836
LAGOA DOURADA,MG,13115,8634,3756,3466
LAGOA FORMOSA,MG,18168,12083,4961,5598
LAGOA SANTA,MG,66744,40082,13752,20728
LAMBARI,MG,20995,13279,4533,7218
LAMIM,MG,3366,2809,1907,580
LARANJAL,MG,6856,4799,2349,2076
JACUNDÁ,PA,60517,24970,13309,9627
LASSANCE,MG,6494,4204,2577,1224
LAVRAS,MG,105756,59133,25243,24450
LEANDRO FERREIRA,MG,3222,2636,1063,1285
CACHOEIRA DO PIRIÁ,PA,35307,10675,7415,2476
VISEU,PA,62093,33511,25666,5803
LIBERDADE,MG,4994,3465,1953,956
LEOPOLDINA,MG,52690,31788,17698,10855
CANDEIAS DO JAMARI,RO,28068,13704,5124,7449
LIMA DUARTE,MG,16749,11243,7229,2717
LUMINÁRIAS,MG,5431,3641,1863,1250
JURUTI,PA,59961,29214,16377,10785
LUZ,MG,18297,10781,4330,5320
MACHACALIS,MG,7112,4434,2654,1385
MADRE DE DEUS DE MINAS,MG,5119,3612,1989,1143
PIÇARRA,PA,12976,7299,3322,3548
MALACACHETA,MG,18556,10299,6271,2933
MANGA,MG,18051,11367,6995,3358
MANHUAÇU,MG,92074,46738,19359,22500
MANHUMIRIM,MG,22894,12908,5988,5531
LIMOEIRO DO AJURU,PA,29623,18287,12509,4276
MARAVILHAS,MG,8113,5220,2147,2501
MAR DE ESPANHA,MG,12985,8291,3959,3369
MARIA DA FÉ,MG,14019,9950,3326,5257
MARIANA,MG,61830,40868,25076,9949
MARILAC,MG,4079,2863,1767,828
MARIPÁ DE MINAS,MG,3000,2311,1076,997
PEQUERI,MG,3340,2636,1406,981
BELTERRA,PA,17944,11907,5917,5006
SANTARÉM,PA,308339,190836,78022,92587
MARLIÉRIA,MG,4030,3385,1642,1377
MARMELÓPOLIS,MG,2701,2365,1019,1005
MARTINHO CAMPOS,MG,13497,8621,3167,4384
MATERLÂNDIA,MG,4415,2796,1955,503
MAGALHÃES BARATA,PA,8598,6700,4356,1816
MATEUS LEME,MG,31631,20955,8950,8847
MATIAS BARBOSA,MG,14626,9603,4975,3603
MATIPÓ,MG,19098,11644,6004,4521
MATO VERDE,MG,12367,8609,5058,2757
SÃO JOÃO DA PONTA,PA,6294,4932,3182,1286
MATOZINHOS,MG,38469,23923,10713,9569
MATUTINA,MG,3733,2524,1123,1096
MEDEIROS,MG,3861,2406,897,1276
MEDINA,MG,20701,11552,7400,3111
MENDES PIMENTEL,MG,6446,3714,1886,1383
MERCÊS,MG,10775,6802,4165,1824
MESQUITA,MG,5489,3826,1884,1512
MINAS NOVAS,MG,31509,12870,9226,2251
MINDURI,MG,3891,2577,1256,1048
MIRABELA,MG,13651,8048,5389,1957
MIRADOURO,MG,10818,6853,3712,2442
MIRAÍ,MG,15205,7803,3541,3490
MOEDA,MG,4948,4221,1867,1761
SAPUCAIA,PA,6088,3217,1651,1371
MOEMA,MG,7589,4942,2087,2264
MONJOLOS,MG,2184,1606,981,468
MONSENHOR PAULO,MG,8764,5452,2503,2281
MONTALVÂNIA,MG,14621,8952,5839,2283
MARACANÃ,PA,29559,20923,13482,5778
MONTE ALEGRE DE MINAS,MG,21349,11193,5656,4347
MONTE AZUL,MG,20544,13807,7832,4657
MONTE BELO,MG,13139,8019,3703,3309
NOVA RESENDE,MG,16937,10934,4098,5399
MONTE CARMELO,MG,48049,28060,13695,11325
MONTE SANTO DE MINAS,MG,21504,12730,5237,5608
MONTE SIÃO,MG,24247,14551,3246,9824
MORADA NOVA DE MINAS,MG,8955,5459,2360,2565
MARAPANIM,PA,28563,18899,11870,5296
MORRO DA GARÇA,MG,2413,2131,1414,515
MORRO DO PILAR,MG,3126,2751,1746,660
MUNHOZ,MG,5960,4719,2023,2183
MUTUM,MG,26945,16484,7472,7613
MUZAMBINHO,MG,20522,13960,5789,6591
MURIAÉ,MG,109997,62579,27227,28627
NACIP RAYDAN,MG,3221,1801,1119,512
NATÉRCIA,MG,4727,3240,1052,1578
NANUQUE,MG,40583,20557,9662,9124
NAZARENO,MG,8710,5288,3193,1464
NEPOMUCENO,MG,26882,15962,6925,6868
NOVA ERA,MG,17524,11496,6130,3856
NOVA LIMA,MG,97378,61117,27690,23892
RIO ACIMA,MG,10524,7381,3696,2621
RAPOSOS,MG,16501,11484,6263,3317
NOVA MÓDICA,MG,3548,2607,1493,833
MELGAÇO,PA,28121,12793,8042,3857
NOVA PONTE,MG,16046,9543,4414,4276
NOVA SERRANA,MG,108241,48470,12729,31098
NOVO CRUZEIRO,MG,31339,14660,10223,2791
OLÍMPIO NORONHA,MG,2829,2073,1178,652
MOCAJUBA,PA,31917,21907,15487,4909
OLIVEIRA,MG,41987,26737,11995,10656
OLIVEIRA FORTES,MG,2128,2011,1363,447
ONÇA DE PITANGUI,MG,3155,2651,1014,1378
OURO FINO,MG,33938,19320,5688,10885
OURO VERDE DE MINAS,MG,5895,4835,2760,1651
OURO PRETO,MG,74824,51806,32572,12345
PADRE PARAÍSO,MG,20346,8987,5009,2980
PAINEIRAS,MG,4440,3258,1826,1057
PAINS,MG,8308,5457,2421,2476
ITAPUÃ DO OESTE,RO,10819,4562,1707,2481
PAIVA,MG,1517,1397,852,372
PALMA,MG,6606,3889,2361,1208
FRONTEIRA DOS VALES,MG,4542,2539,1807,438
PAPAGAIOS,MG,15922,9613,4566,4107
MOJU,PA,84251,44251,30251,10858
PARACATU,MG,94539,51033,20380,25202
PARÁ DE MINAS,MG,95616,52759,16698,27692
PARAGUAÇU,MG,21693,12905,5450,6014
SERRANIA,MG,7667,4894,2325,2016
PARAISÓPOLIS,MG,21353,12854,4560,6252
PARAOPEBA,MG,24854,16361,7049,7292
PASSABÉM,MG,1619,1428,813,416
PASSA QUATRO,MG,16439,10635,5024,4147
MONTE ALEGRE,PA,58289,39364,18112,17901
PASSA TEMPO,MG,8031,5845,3029,1920
PASSA VINTE,MG,2024,1907,928,729
PASSOS,MG,115970,62141,26594,27878
PATROCÍNIO DO MURIAÉ,MG,5744,4135,2186,1554
PATROCÍNIO,MG,92116,52936,19008,27014
PAULA CÂNDIDO,MG,9597,5837,3847,1301
VIÇOSA,MG,79910,48505,29659,12668
PAULISTAS,MG,4794,2996,2207,444
PEÇANHA,MG,17534,9038,5470,2533
PEDRA AZUL,MG,24333,11176,6131,3754
PEDRA DO ANTA,MG,2960,2763,1793,616
PEDRA DO INDAIÁ,MG,3977,2942,1122,1414
PEDRA DOURADA,MG,2559,2263,1262,740
MUANÁ,PA,41454,22063,15710,4758
PEDRALVA,MG,11098,7419,2808,3491
PEDRINÓPOLIS,MG,3651,2744,1239,1227
PEDRO LEOPOLDO,MG,65149,39529,15871,17728
PEQUI,MG,4457,2995,1375,1301
PERDIGÃO,MG,11994,6570,1545,4350
NOVA TIMBOTEUA,PA,15646,9375,6352,2216
PERDIZES,MG,16469,9832,3956,4852
PERDÕES,MG,21577,13678,5548,6303
PESCADOR,MG,4261,2380,1433,705
PIAU,MG,2719,2518,1496,765
PIEDADE DE PONTE NOVA,MG,4141,2950,1919,745
PIEDADE DO RIO GRANDE,MG,4436,3090,1612,991
PIEDADE DOS GERAIS,MG,5034,3820,1763,1546
PIMENTA,MG,8715,5569,2246,2561
PIRACEMA,MG,6386,4884,2590,1517
ÓBIDOS,PA,52473,29880,19762,7800
PIRAJUBA,MG,6491,3378,1734,1394
PIRANGA,MG,17641,9945,5694,2628
PIRANGUINHO,MG,8683,5762,2403,2552
PIRAPETINGA,MG,10791,7741,4034,3079
PIRAÚBA,MG,10732,6781,3692,2436
RIO POMBA,MG,18007,11505,6084,4046
PIRAPORA,MG,56845,31125,12602,14622
PITANGUI,MG,28433,17394,5725,9476
PIUMHI,MG,35137,18638,6323,10440
PLANURA,MG,12445,6168,2905,2709
POÇO FUNDO,MG,16900,9860,4594,4089
OEIRAS DO PARÁ,PA,33182,19344,14713,3321
POCRANE,MG,8288,5605,2762,2339
POMPÉU,MG,32248,18467,9731,6612
PONTE NOVA,MG,60003,36017,22134,9943
PORTEIRINHA,MG,37823,23896,14220,7272
PORTO FIRME,MG,11414,7041,4288,1938
POTÉ,MG,16675,8283,4447,2866
POUSO ALTO,MG,5862,4501,1756,2113
PRADOS,MG,9128,6175,3396,1787
PRATA,MG,28173,16178,8323,6556
ORIXIMINÁ,PA,74921,36831,19850,13572
PRATÁPOLIS,MG,8530,5787,2569,2498
PRATINHA,MG,3658,2351,785,1267
PRESIDENTE BERNARDES,MG,5315,4022,2572,986
PRESIDENTE JUSCELINO,MG,3572,2468,1543,650
PRESIDENTE KUBITSCHEK,MG,3000,2289,1797,274
PRESIDENTE OLEGÁRIO,MG,19680,11974,5422,5086
ALTO JEQUITIBÁ,MG,8286,5642,1897,3267
PRUDENTE DE MORAIS,MG,10931,6900,2993,2817
OURÉM,PA,18079,12882,8939,2809
RAUL SOARES,MG,23663,13799,7645,4649
RECREIO,MG,10522,6108,3564,2010
RESENDE COSTA,MG,11578,7724,3733,2677
RESPLENDOR,MG,17396,8925,3063,5190
SANTA RITA DO ITUETO,MG,5426,3853,1504,2019
RESSAQUINHA,MG,4826,3620,2047,1036
RIACHO DOS MACHADOS,MG,9471,5674,3755,1362
RIBEIRÃO VERMELHO,MG,4061,2742,1445,917
RIBEIRÃO DAS NEVES,MG,341415,176038,81560,70704
RIO CASCA,MG,13384,7992,4817,2267
PARAGOMINAS,PA,115838,56540,22360,29708
RIO DOCE,MG,2630,2030,1245,557
RIO DO PRADO,MG,5117,3012,2197,518
JI-PARANÁ,RO,131026,69557,16470,47429
RIO ESPERA,MG,5332,4240,2372,1293
RIO MANSO,MG,5924,3819,1987,1330
RIO NOVO,MG,8964,5689,3067,2006
RIO PARANAÍBA,MG,12356,8087,3931,3311
RIO PARDO DE MINAS,MG,31171,15705,8558,5124
RIO PIRACICABA,MG,14325,9550,5215,2913
RIO PRETO,MG,5493,4148,2528,1224
PEIXE-BOI,PA,8084,7177,4661,1942
RIO VERMELHO,MG,12635,6442,4018,1495
RITÁPOLIS,MG,4521,3754,2125,1043
ROCHEDO DE MINAS,MG,2335,1948,907,840
ROMARIA,MG,3507,2614,1592,806
RODEIRO,MG,8333,5400,2676,2218
RUBELITA,MG,5609,4833,3646,672
RUBIM,MG,10269,4916,3257,1112
PONTA DE PEDRAS,PA,32007,17399,12296,3667
SABARÁ,MG,137877,77953,35019,30855
SABINÓPOLIS,MG,15364,8322,5492,1846
SACRAMENTO,MG,26556,15414,6142,7628
SALTO DA DIVISA,MG,7014,3588,2224,988
SALINAS,MG,41864,24045,13686,7675
SANTA BÁRBARA,MG,31873,19210,10772,5691
SANTA BÁRBARA DO TUGÚRIO,MG,4385,3528,2437,687
SANTA EFIGÊNIA DE MINAS,MG,4354,2413,1435,637
SÃO GERALDO DA PIEDADE,MG,3860,2722,1626,755
NOVO HORIZONTE DO OESTE,RO,8125,5437,1853,3127
SANTA FÉ DE MINAS,MG,3806,2448,1744,506
PORTEL,PA,63831,27063,16823,7865
SANTA JULIANA,MG,14497,8458,3944,3872
SANTA MARGARIDA,MG,16393,10116,4670,4499
SANTA LUZIA,MG,221705,137023,59518,57627
SANTA MARIA DE ITABIRA,MG,10867,6863,4202,1760
SANTA MARIA DO SALTO,MG,5203,3041,1703,987
SANTA MARIA DO SUAÇUÍ,MG,14607,8097,4988,2382
SANTANA DA VARGEM,MG,7047,5020,2407,1942
SANTANA DE CATAGUASES,MG,3909,2686,1276,1123
SANTANA DE PIRAPAMA,MG,7538,5711,3084,1900
SANTANA DO DESERTO,MG,3985,2744,1692,781
SANTANA DO GARAMBÉU,MG,2494,1861,1208,430
SANTANA DO JACARÉ,MG,4847,3134,1514,1181
PORTO DE MOZ,PA,42456,17327,10943,5361
SANTANA DO MANHUAÇU,MG,8660,5788,3290,2036
SANTANA DO RIACHO,MG,4334,4323,2544,1335
SANTANA DOS MONTES,MG,3753,3080,1685,952
SANTA RITA DE CALDAS,MG,8900,5626,1923,3104
SANTA RITA DE JACUTINGA,MG,4843,3446,2006,1110
SANTA RITA DE IBITIPOCA,MG,3380,2604,1729,532
SANTA RITA DO SAPUCAÍ,MG,44226,24950,7278,13558
PRAINHA,PA,29827,20269,11278,7946
SANTA ROSA DA SERRA,MG,3364,2428,1238,979
SANTA VITÓRIA,MG,19997,13189,7380,4762
SANTO ANTÔNIO DO AVENTUREIRO,MG,3602,2900,1500,1047
SANTO ANTÔNIO DO GRAMA,MG,3861,3060,2030,686
SANTO ANTÔNIO DO ITAMBÉ,MG,3763,2116,1476,347
SANTO ANTÔNIO DO JACINTO,MG,11570,6409,3599,2090
SANTO ANTÔNIO DO RIO ABAIXO,MG,1756,1529,886,436
SANTO ANTÔNIO DO MONTE,MG,28603,16122,4073,10386
SANTO HIPÓLITO,MG,3044,2127,1388,492
PRIMAVERA,PA,10889,8389,5811,1823
SANTOS DUMONT,MG,46357,30060,16899,9349
SÃO BENTO ABADE,MG,5411,3264,1509,1287
SÃO BRÁS DO SUAÇUÍ,MG,3770,2827,1598,805
SÃO DOMINGOS DO PRATA,MG,17296,11030,6330,3402
SÃO FRANCISCO,MG,56625,28405,18390,7674
SÃO FRANCISCO DE PAULA,MG,6512,4825,2752,1440
SÃO FRANCISCO DE SALES,MG,6309,3652,2125,1284
SÃO FRANCISCO DO GLÓRIA,MG,4758,3398,2088,1009
SÃO GERALDO,MG,12751,5703,3524,1569
SALINÓPOLIS,PA,41164,27363,16611,8389
SÃO GONÇALO DO ABAETÉ,MG,8527,3769,1864,1561
SÃO GONÇALO DO RIO ABAIXO,MG,11114,9103,4863,2960
SÃO GONÇALO DO SAPUCAÍ,MG,25670,14504,6246,6368
SÃO JOÃO BATISTA DO GLÓRIA,MG,7541,4961,1917,2507
SÃO GOTARDO,MG,36084,21212,7617,11349
SÃO JOÃO DA MATA,MG,2743,2378,838,1250
SÃO JOÃO DA PONTE,MG,25033,15117,11526,2322
SÃO JOÃO DO ORIENTE,MG,7393,5067,2627,2024
SÃO JOÃO DO PARAÍSO,MG,23797,12516,5770,4642
SÃO JOÃO DEL REI,MG,90897,56611,23944,24050
SÃO JOSÉ DA SAFIRA,MG,4291,2522,1422,838
SALVATERRA,PA,24392,15553,10190,3885
SÃO JOSÉ DA VARGINHA,MG,5151,2961,1365,1213
SÃO JOSÉ DO ALEGRE,MG,4222,2684,936,1312
SÃO JOSÉ DO DIVINO,MG,3851,2404,1082,1073
